Grade,E_title,E_country,E_province,E_region_1,E_region_2,E_winery,E_FE_vintage,E_wine_variety,E_FE_wine_kind,FE_continent,E_price,FE_points_location,FE_points_variety,FE_points_winery
Fail,Parducci 2006 Sustainable White Red (Mendocino County),US,California,Mendocino County,-,Parducci,2006,Red Blend,red,1,11.0,88.0,88.0,87.0
Fail,Penguin Bay 2008 Surfside Chardonnay (Finger Lakes),US,New York,Finger Lakes,Finger Lakes,Penguin Bay,2008,Chardonnay,white,1,14.0,87.0,88.0,84.0
Fail,Pratsch 2008 Select Riesling (Niederösterreich),Austria,Niederösterreich,-,-,Pratsch,2008,Riesling,white,0,22.0,89.0,90.0,88.0
Fail,R & B Cellars 2005 Reserve Bingham Ranch Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,R & B Cellars,2005,Cabernet Sauvignon,red,1,65.0,89.0,88.0,85.5
Fail,Shenanigans 2007 Fine Irish Cab Cabernet Sauvignon (Lodi),US,California,Lodi,Central Valley,Shenanigans,2007,Cabernet Sauvignon,red,1,15.0,87.0,88.0,84.0
Fail,Signé Vigneron 2008  Mâcon-Villages,France,Burgundy,Mâcon-Villages,-,Signé Vigneron,2008,Chardonnay,white,0,15.0,85.5,88.0,86.0
Fail,Simone 2008 Special Reserve Carmenère (Maule Valley),Chile,Maule Valley,-,-,Simone,2008,Carmenère,red,1,13.0,86.0,87.0,85.0
Fail,Maison Jessiaume 2010  Bourgogne,France,Burgundy,Bourgogne,-,Maison Jessiaume,2010,Chardonnay,white,0,27.0,86.0,88.0,89.0
Fail,16X20 2010 Chardonnay (Sonoma Coast),US,California,Sonoma Coast,Sonoma,16X20,2010,Chardonnay,white,1,35.0,90.0,88.0,85.5
Fail,Tilia 2011 Chardonnay (Mendoza),Argentina,Mendoza Province,Mendoza,-,Tilia,2011,Chardonnay,white,1,10.0,86.0,88.0,85.5
Fail,Vigneti Villabella 2011 I Roccoli  (Valpolicella Classico),Italy,Veneto,Valpolicella Classico,-,Vigneti Villabella,2011,Corvina,red,0,15.0,84.0,88.0,89.0
Fail,Winery of Good Hope 2011 Bush Vine Pinotage (Stellenbosch),South Africa,Stellenbosch,-,-,Winery of Good Hope,2011,Pinotage,red,0,13.0,89.0,87.0,87.0
Fail,Zanoni 2008  Valpolicella Superiore,Italy,Veneto,Valpolicella Superiore,-,Zanoni,2008,Corvina,red,0,24.0,87.0,88.0,85.0
Fail,Mount Pleasant Winery 2008 Bethlehem Valley Norton (Missouri),US,Missouri,Missouri,-,Mount Pleasant Winery,2008,Norton,red,1,25.0,83.0,84.0,85.0
Fail,Naia 2010 Ducado de Altan Verdejo (Rueda),Spain,Northern Spain,Rueda,-,Naia,2010,Verdejo,white,0,13.0,87.0,86.0,87.0
Fail,Napa Wine Co. 2008 Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,Napa Wine Co.,2008,Cabernet Sauvignon,red,1,35.0,89.0,88.0,85.0
Fail,Pascal Bouchard 2010 Les Vieilles Vignes  (Chablis),France,Burgundy,Chablis,-,Pascal Bouchard,2010,Chardonnay,white,0,,91.0,88.0,91.0
Fail,Ruby Red 2011 Sauvignon Blanc (North Coast),US,California,North Coast,North Coast,Ruby Red,2011,Sauvignon Blanc,white,1,18.0,87.0,87.0,85.5
Fail,Steelhead Vineyards 2010 Chardonnay (Sonoma County),US,California,Sonoma County,Sonoma,Steelhead Vineyards,2010,Chardonnay,white,1,15.0,87.0,88.0,86.0
Fail,Viña Albali 2011 Tempranillo (Valdepeñas),Spain,Central Spain,Valdepeñas,-,Viña Albali,2011,Tempranillo,red,0,8.0,85.0,88.0,85.0
Fail,Lamoreaux Landing 2011 Estate Bottled Grüner Veltliner (Finger Lakes),US,New York,Finger Lakes,Finger Lakes,Lamoreaux Landing,2011,Grüner Veltliner,white,1,20.0,87.0,90.0,87.0
Fail,Fabiano 2009 Argillaia Intenso Cabernet Sauvignon (Veneto),Italy,Veneto,Veneto,-,Fabiano,2009,Cabernet Sauvignon,red,0,,87.0,88.0,87.0
Fail,False Bay 2011 Pinotage (Western Cape),South Africa,Western Cape,-,-,False Bay,2011,Pinotage,red,0,13.0,87.0,87.0,86.0
Fail,Herzog 2011 Late Harvest Orange Muscat (California),US,California,California,California Other,Herzog,2011,Orange Muscat,white,1,20.0,85.0,88.0,87.0
Fail,Balletto 2007 Zinfandel (Russian River Valley),US,California,Russian River Valley,Sonoma,Balletto,2007,Zinfandel,red,1,24.0,89.0,88.0,89.0
Fail,Domaine Patrick Javillier 2010 Cuvée des Forges  (Bourgogne),France,Burgundy,Bourgogne,-,Domaine Patrick Javillier,2010,Chardonnay,white,0,,86.0,88.0,84.0
Fail,Jaume Serra 2007 Cristalino Brut Nature Sparkling (Cava),Spain,Catalonia,Cava,-,Jaume Serra,2007,Sparkling Blend,sparkling,0,15.0,89.0,90.0,85.0
Pass,Begali 2009 Monte Ca' Bianca  (Amarone della Valpolicella),Italy,Veneto,Amarone della Valpolicella,-,Begali,2009,Red Blend,red,0,78.0,89.0,88.0,88.5
Pass,Jacquesson et Fils 2008 Dizy Terres Rouges Extra Brut Rosé  (Champagne),France,Champagne,Champagne,-,Jacquesson et Fils,2008,Champagne Blend,sparkling,0,200.0,93.0,92.0,94.0
Pass,Vinos de Arganza 2011 Flavium Selección Mencía (Bierzo),Spain,Northern Spain,Bierzo,-,Vinos de Arganza,2011,Mencía,red,0,15.0,88.0,89.0,88.0
Pass,Vistalba 2012 Corte C Malbec-Cabernet Sauvignon (Mendoza),Argentina,Mendoza Province,Mendoza,-,Vistalba,2012,Cabernet Sauvignon,red,1,18.0,86.0,88.0,91.0
Pass,Zenato 2012 Metodo Classico Brut  (Lugana),Italy,Lombardy,Lugana,-,Zenato,2012,Turbiana,white,0,35.0,88.0,89.0,89.0
Pass,Majolini 2006 Electo Brut Sparkling (Franciacorta),Italy,Lombardy,Franciacorta,-,Majolini,2006,Sparkling Blend,sparkling,0,36.0,90.0,90.0,91.0
Pass,Abad Dom Bueno 2011 Mencía (Bierzo),Spain,Northern Spain,Bierzo,-,Abad Dom Bueno,2011,Mencía,red,0,24.0,88.0,89.0,88.0
Pass,Encanto 2011 Roble Mencía (Bierzo),Spain,Northern Spain,Bierzo,-,Encanto,2011,Mencía,red,0,13.0,88.0,89.0,87.0
Pass,Le Salette 2011  Amarone della Valpolicella Classico,Italy,Veneto,Amarone della Valpolicella Classico,-,Le Salette,2011,Red Blend,red,0,73.0,90.0,88.0,91.0
Pass,Martín Berdugo 2009 Reserva  (Ribera del Duero),Spain,Northern Spain,Ribera del Duero,-,Martín Berdugo,2009,Tempranillo,red,0,28.0,88.0,88.0,87.5
Pass,Maximin Grünhäuser 2012 Abtsberg Superior Riesling (Mosel),Germany,Mosel,-,-,Maximin Grünhäuser,2012,Riesling,white,0,60.0,90.0,90.0,91.0
Pass,Montenisa 2006 Contessa Maggi Sparkling (Franciacorta),Italy,Lombardy,Franciacorta,-,Montenisa,2006,Sparkling Blend,sparkling,0,45.0,90.0,90.0,90.0
Pass,Montresor 2009 Capitel della Crosara  (Amarone della Valpolicella Classico),Italy,Veneto,Amarone della Valpolicella Classico,-,Montresor,2009,Red Blend,red,0,50.0,90.0,88.0,88.0
Pass,Olivier Leflaive 2012 Chatenière Premier Cru  (Saint-Aubin),France,Burgundy,Saint-Aubin,-,Olivier Leflaive,2012,Chardonnay,white,0,,90.0,88.0,91.0
Pass,Sineann 2012 Abondante Red (Columbia Valley (OR)),US,Oregon,Columbia Valley (OR),Oregon Other,Sineann,2012,Red Blend,red,1,24.0,87.0,88.0,90.0
Pass,Valdelacierva 2009 Alfar Reserva Edición Limitada  (Rioja),Spain,Northern Spain,Rioja,-,Valdelacierva,2009,Tempranillo,red,0,57.0,88.0,88.0,89.5
Pass,Graham Beck 2009 Bowed Head Chenin Blanc (Paarl),South Africa,Paarl,-,-,Graham Beck,2009,Chenin Blanc,white,0,28.0,88.0,88.0,87.0
Pass,Le Gode 2006 Riserva  (Brunello di Montalcino),Italy,Tuscany,Brunello di Montalcino,-,Le Gode,2006,Sangiovese,red,0,90.0,90.0,89.0,91.0
Pass,Marco Abella 2006 Clos Abella Red (Priorat),Spain,Catalonia,Priorat,-,Marco Abella,2006,Red Blend,red,0,68.0,90.0,88.0,91.5
Pass,Martín Berdugo 2008 Crianza  (Ribera del Duero),Spain,Northern Spain,Ribera del Duero,-,Martín Berdugo,2008,Tempranillo,red,0,20.0,88.0,88.0,87.5
Pass,Podere La Vigna 2007  Brunello di Montalcino,Italy,Tuscany,Brunello di Montalcino,-,Podere La Vigna,2007,Sangiovese,red,0,67.0,90.0,89.0,88.0
Pass,Rubissow 2008 Reserve Cabernet Sauvignon (Mount Veeder),US,California,Mount Veeder,Napa,Rubissow,2008,Cabernet Sauvignon,red,1,125.0,90.0,88.0,90.0
Pass,Rutherford Grove 2008 Estate Merlot (Rutherford),US,California,Rutherford,Napa,Rutherford Grove,2008,Merlot,red,1,32.0,91.0,87.0,87.0
Pass,Tenute Silvio Nardi 2007  Brunello di Montalcino,Italy,Tuscany,Brunello di Montalcino,-,Tenute Silvio Nardi,2007,Sangiovese,red,0,70.0,90.0,89.0,91.0
Pass,Fattoi 2006 Riserva  (Brunello di Montalcino),Italy,Tuscany,Brunello di Montalcino,-,Fattoi,2006,Sangiovese,red,0,75.0,90.0,89.0,90.5
Pass,Fattoria dei Barbi 2007  Brunello di Montalcino,Italy,Tuscany,Brunello di Montalcino,-,Fattoria dei Barbi,2007,Sangiovese,red,0,49.0,90.0,89.0,90.0
Pass,Fuligni 2007  Brunello di Montalcino,Italy,Tuscany,Brunello di Montalcino,-,Fuligni,2007,Sangiovese,red,0,90.0,90.0,89.0,92.0
Pass,Altesino 2007  Brunello di Montalcino,Italy,Tuscany,Brunello di Montalcino,-,Altesino,2007,Sangiovese,red,0,60.0,90.0,89.0,91.0
Pass,Capanne Ricci 2010  Rosso di Montalcino,Italy,Tuscany,Rosso di Montalcino,-,Capanne Ricci,2010,Sangiovese,red,0,15.0,87.0,89.0,90.5
Pass,Collelceto 2006 Riserva  (Brunello di Montalcino),Italy,Tuscany,Brunello di Montalcino,-,Collelceto,2006,Sangiovese,red,0,60.0,90.0,89.0,89.5
Pass,La Collina dei Lecci 2007  Brunello di Montalcino,Italy,Tuscany,Brunello di Montalcino,-,La Collina dei Lecci,2007,Sangiovese,red,0,40.0,90.0,89.0,89.0
Pass,Livio Sassetti 2006 Pertimali  (Brunello di Montalcino),Italy,Tuscany,Brunello di Montalcino,-,Livio Sassetti,2006,Sangiovese,red,0,55.0,90.0,89.0,91.0
Pass,Pecci Celestino 2007  Brunello di Montalcino,Italy,Tuscany,Brunello di Montalcino,-,Pecci Celestino,2007,Sangiovese,red,0,79.0,90.0,89.0,91.5
Pass,Pierre Sparr 2010 Réserve Gewurztraminer (Alsace),France,Alsace,Alsace,-,Pierre Sparr,2010,Gewürztraminer,white,0,21.0,90.0,88.0,90.0
Pass,Raymond 2010 Reserve Selection Sauvignon Blanc (Napa Valley),US,California,Napa Valley,Napa,Raymond,2010,Sauvignon Blanc,white,1,15.0,89.0,87.0,89.0
Fail,Finca Don Carlos 2013 Calathus Roble Cabernet Sauvignon (Uco Valley),Argentina,Mendoza Province,Uco Valley,-,Finca Don Carlos,2013,Cabernet Sauvignon,red,1,29.0,87.0,88.0,87.0
Fail,Lafond 2013 Lafond Vineyard Musqué Clone Chardonnay (Sta. Rita Hills),US,California,Sta. Rita Hills,Central Coast,Lafond,2013,Chardonnay,white,1,32.0,91.0,88.0,88.5
Fail,Monterebro 2014 Joven Red (Jumilla),Spain,Levante,Jumilla,-,Monterebro,2014,Red Blend,red,0,10.0,87.0,88.0,88.0
Fail,Navarro 2014 Rosé (Anderson Valley),US,California,Anderson Valley,-,Navarro,2014,Rosé,rose,1,20.0,89.0,87.0,90.0
Fail,Quinta do Portal 2011 Late Bottled Vintage  (Port),Portugal,Port,-,-,Quinta do Portal,2011,Port,,0,30.0,91.0,88.0,89.0
Fail,Rafael Cambra 2013 Dos Red (Valencia),Spain,Levante,Valencia,-,Rafael Cambra,2013,Red Blend,red,0,27.0,87.0,88.0,89.5
Fail,Rafael Cambra 2013 El Bon Homme Red (Valencia),Spain,Levante,Valencia,-,Rafael Cambra,2013,Bordeaux-style Red Blend,red,0,20.0,87.0,89.0,89.5
Fail,Sierra Norte 2013 Temperamento Bobal (Utiel-Requena),Spain,Levante,Utiel-Requena,-,Sierra Norte,2013,Bobal,sparkling,0,16.0,86.0,86.0,85.5
Fail,The Girls in the Vineyard 2013 The Field Blend White (Dunnigan Hills),US,California,Dunnigan Hills,Central Valley,The Girls in the Vineyard,2013,White Blend,white,1,20.0,87.0,87.0,88.0
Fail,Trenel Fils 2014  Côte de Brouilly,France,Beaujolais,Côte de Brouilly,-,Trenel Fils,2014,Gamay,red,0,18.0,88.0,88.0,88.0
Fail,Vignerons de Bel Air 2014 Eté Indien  (Brouilly),France,Beaujolais,Brouilly,-,Vignerons de Bel Air,2014,Gamay,red,0,19.0,87.0,88.0,87.0
Fail,Château de Basty 2014 Lantignié Rosé (Beaujolais-Villages),France,Beaujolais,Beaujolais-Villages,-,Château de Basty,2014,Rosé,rose,0,13.0,86.0,87.0,87.0
Fail,Clos La Chance 2013 Murphy's Choice Chardonnay (Santa Cruz Mountains),US,California,Santa Cruz Mountains,Central Coast,Clos La Chance,2013,Chardonnay,white,1,50.0,90.0,88.0,86.0
Fail,Domaine André Colonge 2014  Beaujolais-Villages,France,Beaujolais,Beaujolais-Villages,-,Domaine André Colonge,2014,Gamay,red,0,,86.0,88.0,85.0
Fail,Domaine de Colette 2014 Coteaux de Colette  (Beaujolais-Villages),France,Beaujolais,Beaujolais-Villages,-,Domaine de Colette,2014,Gamay,red,0,,86.0,88.0,87.5
Fail,Domaine du Vissoux 2014 Les Griottes  (Beaujolais),France,Beaujolais,Beaujolais,-,Domaine du Vissoux,2014,Gamay,red,0,,85.0,88.0,88.5
Fail,Olivini 2005 Brut  (Lugana),Italy,Lombardy,Lugana,-,Olivini,2005,Sparkling Blend,sparkling,0,,88.0,90.0,88.0
Fail,Perry Creek 2006 Altitude 2401 Fair Play Farms Petite Sirah (El Dorado),US,California,El Dorado,Sierra Foothills,Perry Creek,2006,Petite Sirah,red,1,35.0,89.0,88.0,87.0
Fail,Perry Creek 2006 Altitude 2401 Fair Play Farms Zinfandel (El Dorado),US,California,El Dorado,Sierra Foothills,Perry Creek,2006,Zinfandel,red,1,28.0,89.0,88.0,87.0
Fail,Perry Creek 2006 Cobra Zinfandel (El Dorado),US,California,El Dorado,Sierra Foothills,Perry Creek,2006,Zinfandel,red,1,35.0,89.0,88.0,87.0
Fail,Pozo Valley 2005 Zinfandel (San Luis Obispo County),US,California,San Luis Obispo County,Central Coast,Pozo Valley,2005,Zinfandel,red,1,21.0,88.0,88.0,84.0
Fail,Santa Ema 2006 Merlot (Cachapoal Valley),Chile,Cachapoal Valley,-,-,Santa Ema,2006,Merlot,red,1,9.0,87.0,87.0,86.0
Fail,Solaire by Robert Mondavi 2006 Cabernet Sauvignon (Central Coast),US,California,Central Coast,Central Coast,Solaire by Robert Mondavi,2006,Cabernet Sauvignon,red,1,17.0,86.0,88.0,85.0
Fail,Terre Rouge 2007 Roussanne (Sierra Foothills),US,California,Sierra Foothills,Sierra Foothills,Terre Rouge,2007,Roussanne,white,1,25.0,88.0,89.0,90.0
Fail,Keuka Spring 2007 Cabernet Franc (Finger Lakes),US,New York,Finger Lakes,Finger Lakes,Keuka Spring,2007,Cabernet Franc,sparkling,1,19.0,87.0,88.0,87.0
Fail,Leaping Horse 2008 Chardonnay (California),US,California,California,California Other,Leaping Horse,2008,Chardonnay,white,1,6.0,85.0,88.0,85.0
Fail,Barrière Frères 2007 Grand Bâteau  (Bordeaux Blanc),France,Bordeaux,Bordeaux Blanc,-,Barrière Frères,2007,Bordeaux-style White Blend,white,0,10.0,86.0,88.0,85.0
Fail,Wilson 2005 Ellie's Vineyard Petite Sirah (Dry Creek Valley),US,California,Dry Creek Valley,Sonoma,Wilson,2005,Petite Sirah,red,1,35.0,88.0,88.0,86.0
Fail,Domaine Houchart 2008 Rosé (Côtes de Provence),France,Provence,Côtes de Provence,-,Domaine Houchart,2008,Rosé,rose,0,12.0,88.0,87.0,88.0
Fail,Errazuriz 2006 Estate Cabernet Sauvignon (Aconcagua Valley),Chile,Aconcagua Valley,-,-,Errazuriz,2006,Cabernet Sauvignon,red,1,14.0,88.0,88.0,88.0
Fail,Brutocao 2006 Quadriga Hopland Ranches Red (Mendocino),US,California,Mendocino,-,Brutocao,2006,Red Blend,red,1,24.0,88.0,88.0,88.0
Fail,Sundance 2008 Sauvignon Blanc (Maule Valley),Chile,Maule Valley,-,-,Sundance,2008,Sauvignon Blanc,white,1,8.0,86.0,87.0,83.0
Pass,Pieropan 2010  Amarone della Valpolicella,Italy,Veneto,Amarone della Valpolicella,-,Pieropan,2010,Red Blend,red,0,80.0,89.0,88.0,91.0
Pass,Schramsberg 2010 Brut Rosé Sparkling (North Coast),US,California,North Coast,North Coast,Schramsberg,2010,Sparkling Blend,sparkling,1,43.0,87.0,90.0,93.0
Pass,Joh. Jos. Prüm 2012 Wehlener Sonnenuhr Spätlese Riesling (Mosel),Germany,Mosel,-,-,Joh. Jos. Prüm,2012,Riesling,white,0,48.0,90.0,90.0,92.5
Pass,La Chablisienne 2012 Montée de Tonnerre Premier Cru  (Chablis),France,Burgundy,Chablis,-,La Chablisienne,2012,Chardonnay,white,0,32.0,91.0,88.0,91.0
Pass,Château de Fuissé 2012 Les Combettes  (Pouilly-Fuissé),France,Burgundy,Pouilly-Fuissé,-,Château de Fuissé,2012,Chardonnay,white,0,70.0,89.0,88.0,91.5
Pass,José Maria da Fonseca 2011 Domini Plus Red (Douro),Portugal,Douro,-,-,José Maria da Fonseca,2011,Port,,0,40.0,89.0,88.0,87.0
Pass,Pierre Gimonnet et Fils 2006 Spécial Club Premier Cru Blanc de Blancs Brut Chardonnay (Champagne),France,Champagne,Champagne,-,Pierre Gimonnet et Fils,2006,Chardonnay,white,0,94.0,93.0,88.0,92.0
Pass,Barone Pizzini 2008 Bagnadore Riserva Non Dosato Sparkling (Franciacorta),Italy,Lombardy,Franciacorta,-,Barone Pizzini,2008,Sparkling Blend,sparkling,0,55.0,90.0,90.0,91.0
Pass,Bodega Catena Zapata 2010 Nicolás Catena Zapata Cabernet Sauvignon-Malbec (Mendoza),Argentina,Mendoza Province,Mendoza,-,Bodega Catena Zapata,2010,Cabernet Sauvignon,red,1,135.0,86.0,88.0,91.0
Pass,Cesari 2008 Il Bosco  (Amarone della Valpolicella Classico),Italy,Veneto,Amarone della Valpolicella Classico,-,Cesari,2008,Red Blend,red,0,95.0,90.0,88.0,92.0
Pass,Pol Roger 2006 Extra Cuvée de Réserve Brut Rosé  (Champagne),France,Champagne,Champagne,-,Pol Roger,2006,Champagne Blend,sparkling,0,130.0,93.0,92.0,94.0
Pass,Domaine Louis Moreau 2010 Vaudésir Grand Cru  (Chablis),France,Burgundy,Chablis,-,Domaine Louis Moreau,2010,Chardonnay,white,0,,91.0,88.0,92.0
Pass,Schramsberg 2010 Crémant Demi-Sec Sparkling (Napa Valley),US,California,Napa Valley,Napa,Schramsberg,2010,Sparkling Blend,sparkling,1,39.0,89.0,90.0,93.0
Fail,Adega Cooperativa de Borba 2015 Convento da Vila Branco White (Alentejano),Portugal,Alentejano,-,-,Adega Cooperativa de Borba,2015,Port,,0,7.0,87.0,88.0,87.0
Fail,Benessere 2014 Estate St. Helena Vineyard Sangiovese (St. Helena),US,California,St. Helena,Napa,Benessere,2014,Sangiovese,red,1,32.0,90.0,89.0,87.0
Fail,Cantina di Gambellara 2015 Monopolio  (Soave Classico),Italy,Veneto,Soave Classico,-,Cantina di Gambellara,2015,Garganega,white,0,10.0,87.0,87.0,85.5
Fail,Caves Campelo 2015 Miranda White (Vinho Verde),Portugal,Vinho Verde,-,-,Caves Campelo,2015,Port,,0,9.0,85.0,88.0,84.0
Fail,Château Armandière 2011 Diamant Rouge Malbec (Cahors),France,Southwest France,Cahors,-,Château Armandière,2011,Malbec,sparkling,0,17.0,90.0,88.0,88.0
Fail,Domaine Bousquet 2016 Cameleon Made With Organically Grown Grapes Cabernet Sauvignon (Tupungato),Argentina,Mendoza Province,Tupungato,-,Domaine Bousquet,2016,Cabernet Sauvignon,red,1,15.0,87.0,88.0,87.0
Fail,Georges Vigouroux 2015 Gouleyant Colombard-Sauvignon Blanc (Côtes de Gascogne),France,Southwest France,Côtes de Gascogne,-,Georges Vigouroux,2015,Colombard,white,0,11.0,86.0,86.0,88.0
Fail,Georges Vigouroux 2015 Les Comtes de Cahors Malbec (Cahors),France,Southwest France,Cahors,-,Georges Vigouroux,2015,Malbec,sparkling,0,12.0,90.0,88.0,88.0
Fail,Global Wines 2014 Cal Monte da Cal Red (Alentejano),Portugal,Alentejano,-,-,Global Wines,2014,Port,,0,7.0,87.0,88.0,87.0
Fail,Global Wines 2014 Monte da Cal Colheita Seleccionada Red (Alentejano),Portugal,Alentejano,-,-,Global Wines,2014,Port,,0,9.0,87.0,88.0,87.0
Fail,Neil Ellis 2015 Sincerely Sauvignon Blanc (Western Cape),South Africa,Western Cape,-,-,Neil Ellis,2015,Sauvignon Blanc,white,0,15.0,87.0,87.0,90.0
Fail,Auspicion 2015 Chardonnay (California),US,California,California,California Other,Auspicion,2015,Chardonnay,white,1,13.0,85.0,88.0,84.5
Fail,Blason de Bourgogne 2014  Mâcon-Villages,France,Burgundy,Mâcon-Villages,-,Blason de Bourgogne,2014,Chardonnay,white,0,,85.5,88.0,85.0
Fail,Boas Quintas 2014 Encosta da Vinha Red (Dão),Portugal,Dão,-,-,Boas Quintas,2014,Port,,0,10.0,90.0,88.0,88.0
Fail,Casa Santa Vitória 2015 Versátil Tinto Red (Alentejano),Portugal,Alentejano,-,-,Casa Santa Vitória,2015,Port,,0,10.0,87.0,88.0,86.0
Fail,Caves Campelo 2015 Campelo White (Vinho Verde),Portugal,Vinho Verde,-,-,Caves Campelo,2015,Port,,0,10.0,85.0,88.0,84.0
Fail,Château Clément Termes 2016 Les Petits Clément Syrah Braucol Rosé (Côtes du Tarn),France,Southwest France,Côtes du Tarn,-,Château Clément Termes,2016,Rosé,rose,0,16.0,86.0,87.0,86.0
Fail,Companhia das Quintas 2015 Barão de Figueira Branco Siria (Beira Interior),Portugal,Beira Interior,-,-,Companhia das Quintas,2015,Siria,white,0,10.0,88.0,88.0,89.0
Fail,Decoy 2015 Chardonnay (Sonoma County),US,California,Sonoma County,Sonoma,Decoy,2015,Chardonnay,white,1,20.0,87.0,88.0,87.0
Fail,Falua 2014 Reserva Touriga Nacional-Cabernet Sauvignon (Tejo),Portugal,Tejo,-,-,Falua,2014,Cabernet Sauvignon,red,0,15.0,86.0,88.0,86.0
Fail,Georges Vigouroux 2015 Pigmentum Malbec Rosé (Côtes du Lot),France,Southwest France,Côtes du Lot,-,Georges Vigouroux,2015,Rosé,rose,0,12.0,86.0,87.0,88.0
Fail,Heron Hill 2015 Unoaked Ingle Vineyard Chardonnay (Finger Lakes),US,New York,Finger Lakes,Finger Lakes,Heron Hill,2015,Chardonnay,white,1,19.0,87.0,88.0,87.0
Fail,Jack's House 2014 Cabernet Sauvignon (California),US,California,California,California Other,Jack's House,2014,Cabernet Sauvignon,red,1,15.0,85.0,88.0,85.5
Fail,Longevity 2013 Petit Verdot (Lodi),US,California,Lodi,Central Valley,Longevity,2013,Petit Verdot,red,1,28.0,87.0,88.0,88.0
Fail,Martinez & Martinez 2015 Tudor Hills Vineyard Sauvignon Blanc (Yakima Valley),US,Washington,Yakima Valley,Columbia Valley,Martinez & Martinez,2015,Sauvignon Blanc,white,1,18.0,88.0,87.0,85.0
Fail,Mirassou 2014 Cabernet Sauvignon (California),US,California,California,California Other,Mirassou,2014,Cabernet Sauvignon,red,1,12.0,85.0,88.0,85.0
Fail,Proemio 2016 Malbec (Mendoza),Argentina,Mendoza Province,Mendoza,-,Proemio,2016,Malbec,sparkling,1,11.0,86.0,88.0,89.0
Fail,Wines & Winemakers 2011 Samora Rosé (Tejo),Portugal,Tejo,-,-,Wines & Winemakers,2011,Rosé,rose,0,,86.0,87.0,87.0
Fail,Terrenal 2010 Cabernet Sauvignon (Yecla),Spain,Levante,Yecla,-,Terrenal,2010,Cabernet Sauvignon,red,0,4.0,86.0,88.0,83.0
Fail,Bodega Norton 2011 Sauvignon Blanc (Mendoza),Argentina,Mendoza Province,Mendoza,-,Bodega Norton,2011,Sauvignon Blanc,white,1,9.0,86.0,87.0,86.0
Fail,Curtis 2011 Heritage Rosé (Santa Barbara County),US,California,Santa Barbara County,Central Coast,Curtis,2011,Rosé,rose,1,18.0,88.0,87.0,84.0
Fail,DFJ Vinhos 2010 Brigando Red (Lisboa),Portugal,Lisboa,-,-,DFJ Vinhos,2010,Port,,0,10.0,87.0,88.0,86.0
Fail,DFJ Vinhos 2011 Pink Elephant Rosé (Lisboa),Portugal,Lisboa,-,-,DFJ Vinhos,2011,Rosé,rose,0,8.0,87.0,87.0,86.0
Fail,Lost Angel 2010 Cabernet Sauvignon (California),US,California,California,California Other,Lost Angel,2010,Cabernet Sauvignon,red,1,10.0,85.0,88.0,84.0
Fail,Minassian-Young 2010 1000 Vines Zinfandel (Paso Robles),US,California,Paso Robles,Central Coast,Minassian-Young,2010,Zinfandel,red,1,25.0,88.0,88.0,84.0
Fail,V. Sattui 2009 Mounts Vineyard Zinfandel (Dry Creek Valley),US,California,Dry Creek Valley,Sonoma,V. Sattui,2009,Zinfandel,red,1,35.0,88.0,88.0,88.5
Fail,Hess Collection 2010 Chardonnay (Napa Valley),US,California,Napa Valley,Napa,Hess Collection,2010,Chardonnay,white,1,22.0,89.0,88.0,90.0
Fail,White Oak 2010 Sauvignon Blanc (Russian River Valley),US,California,Russian River Valley,Sonoma,White Oak,2010,Sauvignon Blanc,white,1,16.0,89.0,87.0,86.0
Fail,Wines & Winemakers 2011 Azul Portugal Rosé (Setubal),Portugal,Setubal,-,-,Wines & Winemakers,2011,Rosé,rose,0,,86.0,87.0,87.0
Fail,Wines & Winemakers 2011 Clemens Reserva White (Vinho Verde),Portugal,Vinho Verde,-,-,Wines & Winemakers,2011,Port,,0,,85.0,88.0,87.0
Fail,Wines & Winemakers 2011 Salsus White (Vinho Verde),Portugal,Vinho Verde,-,-,Wines & Winemakers,2011,Port,,0,,85.0,88.0,87.0
Fail,Caldora Vini 2010 Chardonnay (Terre di Chieti),Italy,Central Italy,Terre di Chieti,-,Caldora Vini,2010,Chardonnay,white,0,11.0,86.5,88.0,87.0
Fail,Convento Oreja 2010 Roble  (Ribera del Duero),Spain,Northern Spain,Ribera del Duero,-,Convento Oreja,2010,Tempranillo,red,0,23.0,88.0,88.0,84.5
Fail,Napa Cellars 2010 Zinfandel (Napa Valley),US,California,Napa Valley,Napa,Napa Cellars,2010,Zinfandel,red,1,18.0,89.0,88.0,88.0
Fail,Peltier 2011 Hybrid Sauvignon Blanc (Lodi),US,California,Lodi,Central Valley,Peltier,2011,Sauvignon Blanc,white,1,8.0,87.0,87.0,84.0
Fail,RouteStock 2009 Route 29 Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,RouteStock,2009,Cabernet Sauvignon,red,1,22.0,89.0,88.0,88.0
Fail,San Simeon 2009 Chardonnay (Monterey),US,California,Monterey,Central Coast,San Simeon,2009,Chardonnay,white,1,18.0,87.0,88.0,88.0
Fail,Arrow Creek 2011 Coastal Series Chardonnay (California),US,California,California,California Other,Arrow Creek,2011,Chardonnay,white,1,18.0,85.0,88.0,83.0
