class,sex,age,service,stop,npay,avg_bill,A_bill,B_bill,termination
D,M,19.0,1,N,N,4654.6,0.0,4456.6,N
E,F,52.0,1,N,N,6386.6666,0.0,6184.2334,N
E,M,62.0,1,N,N,8089.1334,1213.37001,3883.1334,N
C,F,63.0,1,N,N,3320.0666,0.0,2661.6,N
D,M,62.0,3,N,N,13050.7333,279.0,10499.8,N
G,M,54.0,2,N,N,18208.0666,324.0,5973.0,N
H,M,19.0,2,N,N,15909.2666,2386.38999,7403.0,N
C,M,82.0,1,N,N,2853.9334,0.0,2655.9334,N
D,M,13.0,1,N,N,9603.8,1440.57,2625.0,N
E,M,72.0,1,N,N,7153.8666,0.0,6931.4,N
D,M,75.0,0,Y,Y,4218.2,1265.46,2530.92,Y
H,F,40.0,2,N,Y,30924.5333,2482.6666,13218.1544,N
D,M,46.0,1,N,N,6987.4666,0.0,6208.7666,N
C,F,75.0,1,N,N,300.0,90.0,180.0,Y
D,M,49.0,0,N,Y,7359.2,2207.76,4415.52,Y
C,M,32.0,0,N,N,7330.2666,2199.07998,4398.15996,Y
G,F,53.0,1,N,N,13576.3334,0.0,12865.0,N
D,F,62.0,1,N,N,6954.6,0.0,6756.6,N
D,F,53.0,1,N,N,7657.3334,1148.60001,4614.5246,N
C,F,83.0,0,N,N,2610.8666,783.25998,1566.51996,Y
E,M,56.0,1,N,N,13185.5334,1977.83001,7187.9666,N
C,F,68.0,1,N,N,5965.4666,894.81999,2253.2666,N
D,F,51.0,1,N,N,6143.6666,0.0,5813.1866,N
C,M,41.0,3,N,N,6757.66652,6143.3332,0.0,N
D,F,74.0,1,N,N,6960.4666,1044.06999,3230.5334,N
C,F,81.0,1,N,N,2594.4999,2523.9999,0.0,N
E,M,47.0,1,N,N,10246.0,0.0,9981.4666,N
G,F,22.0,1,N,Y,13923.92826,0.0,12658.1166,N
D,F,63.0,2,N,N,18862.4666,1109.7,3532.5334,N
G,M,28.0,1,N,N,13059.2,0.0,10459.952,N
D,F,59.0,0,N,N,12732.0,3819.6,7639.2,Y
D,M,9.0,1,N,N,2900.0,0.0,2702.0,N
C,M,78.0,1,N,N,1958.1,1824.0,0.0,N
F,F,58.0,1,N,N,10744.7,1611.705,8578.2126,N
E,F,40.0,0,N,N,11445.4,1716.81,5519.4024,N
E,M,45.0,2,N,N,7931.5334,2955.3,0.0,N
D,F,50.0,1,N,N,9930.4,1489.56,4091.2,N
D,M,13.0,1,N,N,3800.0,0.0,3602.0,N
G,F,30.0,1,N,N,10733.8666,0.0,9418.1334,N
H,F,39.0,2,N,Y,74719.9667,11207.99501,15405.3564,N
G,M,54.0,2,N,N,17183.4333,0.0,15178.5646,N
C,M,56.0,1,N,Y,2073.0999,1797.0,0.0,N
G,M,50.0,2,N,N,5483.20674,2343.3334,2641.4,N
D,F,54.0,1,N,N,14324.9334,826.2999,8594.96004,N
E,M,53.0,1,N,N,7180.0,0.0,6982.0,N
G,F,30.0,1,N,N,12526.1333,0.0,11792.2666,N
D,F,61.0,0,N,Y,1371.0,205.65,1053.0,N
F,M,61.0,1,N,N,18758.3334,2813.75001,8672.8334,N
D,M,52.0,0,N,N,5937.0,0.0,5725.7,N
D,M,56.0,1,N,Y,2399.0,0.0,2157.8,N
E,M,69.0,1,N,N,16785.3334,2517.80001,6686.6666,N
G,F,19.0,1,N,N,18481.9334,2772.29001,7849.1694,N
E,M,61.0,1,N,N,8850.0666,1327.50999,6182.2,N
D,F,14.0,1,N,N,9862.6,1479.39,4456.0,N
G,M,46.0,1,Y,N,1350.0,202.5,1053.0,N
D,M,63.0,3,N,N,10123.0,354.8001,2002.0,N
D,F,24.0,1,N,N,8393.1334,1258.97001,3037.998,N
D,F,48.0,0,N,N,4200.0,1260.0,2520.0,Y
G,M,31.0,3,N,Y,26419.4,3962.91,14558.0666,N
D,F,49.0,1,N,N,10976.4,1646.46,6001.3334,N
D,F,54.0,1,N,N,5807.8666,0.0,5601.8666,N
E,F,58.0,2,N,N,12263.8,0.0,9911.1334,N
F,M,54.0,2,N,N,19140.4,325.5,8050.028,N
D,M,57.0,2,N,Y,8626.7334,2035.8,5176.04004,N
F,M,69.0,1,N,N,12425.4,324.3,7455.24,N
C,F,73.0,0,N,N,3532.0666,0.0,3334.0666,N
C,F,14.0,1,N,N,3509.6666,0.0,3311.6666,N
D,F,46.0,0,N,N,7129.0,2138.7,4277.4,Y
D,F,44.0,0,N,Y,5266.6666,1579.99998,3159.99996,Y
G,M,26.0,1,N,N,10115.0333,1517.254995,7487.5866,N
C,M,47.0,1,N,N,1560.0,1386.0,0.0,N
G,M,28.0,1,N,N,19293.4,2894.01,7926.4,N
E,F,35.0,1,N,Y,14321.8,2148.27,7130.2,N
C,M,25.0,0,N,N,10969.0,3290.7,6581.4,Y
E,M,69.0,3,Y,N,10671.3334,357.9999,5703.8,N
C,M,38.0,1,N,Y,6702.0,1005.3,1052.9001,N
C,F,64.0,1,N,N,1469.1999,1269.0,0.0,N
F,M,35.0,0,N,N,14989.0,4496.7,8993.4,Y
G,F,32.0,1,N,N,13327.85366,0.0,12116.2306,N
F,F,51.0,2,N,N,11840.0,0.0,9682.0,N
D,F,80.0,1,N,N,8062.4666,0.0,7864.4666,N
E,F,59.0,1,N,N,7675.6666,0.0,7075.2334,N
D,M,65.0,1,N,N,4989.0,0.0,4791.0,N
D,F,55.0,1,N,N,5743.6,0.0,5545.6,N
F,M,44.0,1,N,N,11595.0,1739.25,7471.6,N
E,F,55.0,1,N,Y,9166.2,1374.93,3646.3186,N
D,F,17.0,1,N,N,6200.0,0.0,6002.0,N
F,M,52.0,1,N,N,12883.3333,382.5,7729.99998,N
C,M,40.0,1,N,N,1342.7001,1146.9999,0.0,N
F,F,51.0,1,N,N,9531.4666,279.0,4000.8,N
G,M,34.0,1,N,Y,13408.3334,2011.25001,9315.4974,N
D,F,38.0,1,N,N,6534.5334,0.0,6121.8666,N
E,M,21.0,1,N,N,12180.0,0.0,11982.0,N
D,M,20.0,0,N,N,4160.0666,1248.01998,2496.03996,Y
G,M,37.0,1,N,N,11008.7667,1651.315005,8762.9534,N
G,M,39.0,1,N,N,19020.0,2853.0,10952.6374,N
G,F,63.0,3,Y,Y,15374.4667,505.4001,7261.8666,N
F,M,48.0,2,N,N,12041.6666,282.0,6982.0,N
C,M,84.0,1,N,N,3012.53326,2738.6666,0.0,N
G,F,47.0,1,N,N,9691.9334,0.0,9149.4746,N
G,F,53.0,1,N,N,12763.6,0.0,12552.3,N
G,F,48.0,2,N,N,11400.0,0.0,11202.0,N
G,M,40.0,1,N,N,14360.0,0.0,14029.52,N
C,M,49.0,0,N,N,10284.8666,3085.45998,6170.91996,Y
E,F,46.0,1,N,N,8659.4,1298.91,2202.0,N
C,M,78.0,1,Y,N,300.0,90.0,180.0,Y
C,M,41.0,1,N,Y,2659.5,2591.0001,0.0,N
D,F,31.0,1,N,N,300.0,90.0,180.0,Y
C,M,61.0,1,N,Y,2904.6666,2093.7334,0.0,N
C,F,49.0,1,Y,N,6721.2,0.0,6523.2,N
D,F,33.0,0,N,N,6640.0,1992.0,3984.0,Y
D,F,57.0,1,N,N,4726.0666,0.0,4528.0666,N
F,M,68.0,2,N,N,10334.2,1937.0001,6200.52,N
G,M,38.0,1,N,N,17347.0666,2602.05999,10743.997,N
E,M,46.0,1,N,N,11609.1334,1741.37001,5304.952,N
D,F,61.0,1,N,N,7511.3334,1126.70001,4000.5334,N
E,M,40.0,1,N,N,9898.0,1484.7,7800.8,N
H,F,30.0,1,N,N,18390.3334,0.0,16285.6834,N
E,F,60.0,1,N,N,3669.0,1710.9999,0.0,N
G,F,29.0,1,N,N,10151.6,1522.74,7709.6,N
F,F,42.0,1,N,N,14779.4,2216.91,6579.1334,N
G,F,32.0,1,N,Y,14967.40674,0.0,13606.7334,N
D,F,82.0,0,N,N,4160.0,1248.0,2496.0,Y
C,M,62.0,1,N,N,1864.7001,1719.9999,0.0,N
E,M,59.0,2,N,N,10424.8666,2370.0,4402.0,N
D,F,17.0,1,N,Y,5096.0,0.0,4802.0,N
G,M,43.0,1,N,N,18945.6,0.0,16414.6,N
D,M,36.0,0,N,N,4129.0,1238.7,2477.4,Y
D,F,56.0,0,N,N,4754.3334,1426.30002,2852.60004,Y
G,F,25.0,1,N,N,16661.93826,0.0,15147.2166,N
E,F,57.0,1,N,N,6798.8,0.0,6327.808,N
C,F,20.0,1,N,N,300.0,90.0,180.0,Y
C,F,10.0,1,N,N,4461.8,669.27,3163.8,N
D,F,51.0,3,N,N,5491.2,4992.0,0.0,N
C,M,22.0,1,N,N,300.0,90.0,180.0,Y
C,M,62.0,1,N,N,1806.3999,1652.7999,0.0,N
E,M,15.0,1,N,N,10099.9334,1514.99001,5476.1334,N
D,M,59.0,1,N,N,8009.0,1201.35,5289.5334,N
C,M,81.0,1,N,N,1480.8999,1299.0,0.0,N
D,F,71.0,1,N,Y,7717.4,1494.0,4630.44,N
D,F,50.0,2,N,N,7403.6,765.0,4501.8,N
C,M,10.0,1,N,N,7482.0,1122.3,2401.8,N
F,M,73.0,1,N,N,7200.0,0.0,7002.0,N
D,F,36.0,1,N,N,11264.0,1689.6,4561.408,N
C,F,81.0,2,N,N,2723.6001,978.0,1537.5999,N
C,F,95.0,1,N,N,2144.6001,2028.9999,0.0,N
C,F,19.0,1,N,N,300.0,90.0,180.0,Y
H,F,80.0,4,N,N,17197.6,1833.9999,6368.5,N
D,M,53.0,1,N,N,6027.8,0.0,5829.8,N
D,M,55.0,1,N,N,6732.6,324.3,4039.56,N
F,M,24.0,1,N,N,13238.9,1985.835,7502.0,N
G,M,34.0,1,N,N,19431.6,2914.74,8706.4,N
E,F,37.0,1,N,N,9275.0666,0.0,8937.0746,N
D,F,75.0,2,N,N,8997.3334,1282.5999,6473.8,N
E,M,58.0,1,N,N,7783.0666,0.0,7580.6334,N
G,M,45.0,1,N,Y,5107.2,0.0,4567.2,N
C,M,87.0,1,N,N,1606.5,0.0,1309.5,N
F,F,66.0,1,N,N,11855.0666,1778.25999,9118.1334,N
C,F,46.0,0,N,N,12042.0,3612.6,7225.2,Y
D,M,54.0,0,N,Y,9033.3334,2710.00002,5420.00004,Y
G,M,29.0,1,N,Y,11097.8,0.0,10617.514,N
D,M,65.0,2,N,N,12266.31989,2241.9999,8909.2,N
E,F,39.0,1,N,N,11466.0,1719.9,4441.0,N
C,M,18.0,1,N,N,9154.8,1373.22,4040.5334,N
D,M,22.0,1,N,N,300.0,90.0,180.0,Y
C,M,50.0,2,N,N,2888.38,2625.8,0.0,N
G,M,26.0,1,N,N,16740.3334,2511.05001,10658.4666,N
G,F,60.0,1,N,Y,12049.2,1807.38,6473.9334,N
G,F,35.0,2,N,Y,19777.4731,0.0,17979.521,N
G,M,52.0,1,N,N,18440.8,2766.12,6816.2666,N
D,M,20.0,1,N,N,5995.0,0.0,5291.0,N
D,M,8.0,1,N,N,2900.0,0.0,2702.0,N
G,M,31.0,1,N,N,18966.2666,2844.93999,11593.5866,N
E,M,43.0,1,N,Y,17465.8666,2619.87999,2603.4,N
D,M,7.0,1,N,N,300.0,90.0,180.0,Y
D,M,14.0,1,N,N,10146.0,1521.9,4481.6,N
E,F,53.0,1,N,N,13547.1334,2032.07001,6153.0834,N
G,M,68.0,3,N,N,13841.7334,1906.2999,10013.2,N
C,M,58.0,1,N,Y,3263.2,489.48,605.7,N
G,F,30.0,1,N,Y,32991.5667,4948.735005,9364.8614,N
D,F,69.0,1,N,N,6214.5334,0.0,6001.8666,N
G,M,65.0,2,N,N,11414.9,276.8001,6683.6,N
C,M,73.0,1,N,N,1679.1999,1517.0001,0.0,N
C,F,76.0,1,N,N,1843.8,1698.0,0.0,N
D,F,27.0,1,N,N,300.0,90.0,180.0,Y
F,F,29.0,1,N,N,9280.0,0.0,9082.0,N
E,M,59.0,2,N,N,21499.4667,1712.0001,6094.8,N
C,F,61.0,0,N,N,5109.0,1532.7,3065.4,Y
D,M,64.0,2,N,N,6416.00663,1314.9999,4517.7334,N
G,F,25.0,1,N,Y,12264.26674,0.0,11149.3334,N
G,F,49.0,1,N,N,17660.5334,2649.08001,8471.3,N
G,M,27.0,1,N,N,33422.5333,5013.379995,11083.8334,N
F,F,22.0,1,N,N,15920.6,2388.09,8969.6,N
E,F,62.0,1,N,Y,18644.3334,2796.65001,5250.6,N
G,M,22.0,2,N,N,18852.1667,2827.825005,9625.1332,N
C,M,78.0,1,N,N,1857.3999,1708.8,0.0,N
C,M,72.0,1,N,N,1653.6999,0.0,1332.6999,N
D,M,17.0,1,N,N,8722.2,1308.33,4279.2,N
C,M,46.0,1,N,N,1233.6,1026.9999,0.0,N
D,M,43.0,3,N,N,13311.5334,2425.6,7986.92004,N
G,F,42.0,1,N,N,9539.8666,1430.97999,6703.4,N
C,F,47.0,1,N,N,2379.9334,0.0,2181.9334,N
C,M,40.0,1,N,N,1597.2999,1411.1001,0.0,N
G,F,31.0,1,N,N,13212.8333,1981.924995,10534.8334,N
C,F,85.0,0,N,N,3367.2,1010.16,2020.32,Y
D,F,43.0,1,N,Y,12751.8666,1912.77999,5574.8666,N
D,M,12.0,1,N,N,3900.0,0.0,3702.0,N
G,M,59.0,1,N,N,14060.2666,0.0,13639.3974,N
G,M,42.0,1,N,N,11149.6667,0.0,10871.097,N
C,M,63.0,1,N,N,649.8,384.8001,0.0,N
C,M,73.0,1,N,N,2288.1,2187.0,0.0,N
C,F,35.0,1,N,N,300.0,90.0,180.0,Y
C,M,59.0,1,Y,N,300.0,90.0,180.0,Y
C,M,52.0,2,N,N,2972.2,2702.0,0.0,N
G,M,29.0,1,N,N,14898.0,2234.7,6851.2,N
D,F,70.0,1,N,N,3371.4666,0.0,3121.4666,N
C,M,73.0,1,N,N,2200.0,0.0,2002.0,N
D,F,55.0,1,N,N,13036.4,1474.8,7821.84,N
C,F,58.0,1,N,N,1350.0,202.5,1053.0,N
G,F,48.0,2,N,N,11940.2,0.0,9984.533,N
G,M,12.0,1,N,N,13220.1334,1983.02001,6599.0666,N
D,M,80.0,1,N,Y,8693.5334,1916.1,5216.12004,N
E,M,59.0,3,N,Y,8741.7334,6298.4,0.0,N
G,F,35.0,1,N,N,13143.6,0.0,12545.6,N
G,M,52.0,3,N,N,14930.5,1033.2,8959.2666,N
G,F,55.0,3,N,N,16700.6666,5186.5334,4764.3982,N
D,M,56.0,0,N,N,7535.1334,2260.54002,4521.08004,Y
D,M,68.0,2,N,N,6781.1334,328.5,3674.7334,N
E,M,37.0,0,N,N,9729.0,2918.7,5837.4,Y
E,F,21.0,1,N,N,7834.0,1175.1,4501.2,N
G,F,30.0,1,N,N,11951.6,0.0,11409.3914,N
D,M,61.0,1,N,N,4869.0,0.0,4657.7,N
F,F,22.0,1,N,N,11087.0,1663.05,6683.2,N
C,F,84.0,1,N,N,1424.6001,1236.9999,0.0,N
C,M,55.0,1,N,N,2519.0001,2441.0001,0.0,N
C,F,9.0,1,N,N,2500.0,0.0,2302.0,N
D,F,58.0,0,N,N,6534.4,1960.32,3920.64,Y
G,M,54.0,3,N,Y,20696.2667,2376.0666,11074.6,N
D,M,33.0,0,N,N,12443.0666,3732.91998,7465.83996,Y
C,F,75.0,2,N,N,1851.0,1706.0001,0.0,N
D,M,12.0,1,N,N,5718.3334,857.75001,3164.5334,N
D,F,64.0,2,N,N,11854.6,837.9999,2102.2287,N
C,M,89.0,1,N,N,1235.4999,1029.0,0.0,N
C,F,69.0,2,N,N,2450.0001,0.0,2153.0001,N
G,F,51.0,2,N,N,21278.7333,833.6001,7527.148,N
E,F,50.0,1,N,N,9343.2666,1401.48999,4500.4666,N
C,F,76.0,1,N,N,2110.8,1695.0,0.0,N
E,M,18.0,1,N,Y,16517.2,2477.58,9150.8,N
C,M,81.0,1,N,N,903.9999,324.0,0.0,N
C,F,32.0,0,N,Y,1820.0001,546.00003,1092.00006,Y
C,M,60.0,1,N,N,2280.9999,2178.9999,0.0,N
C,F,51.0,1,N,N,2160.0,2046.0,0.0,N
H,M,56.0,4,N,N,28470.6333,326.7,16461.3227,N
C,F,75.0,1,N,N,2160.0,1968.5001,0.0,N
D,F,38.0,0,N,N,5320.5334,1596.16002,3192.32004,Y
D,M,66.0,1,N,N,5218.8,1532.4999,3131.28,N
E,F,38.0,1,N,N,12616.0,1892.4,5682.0,N
G,M,24.0,1,N,Y,9125.2666,1368.78999,6202.1334,N
D,F,10.0,1,N,N,3800.0,0.0,3602.0,N
G,F,42.0,1,N,N,11846.6333,1776.994995,9450.4814,N
G,M,59.0,3,N,N,13424.8666,0.0,12770.2666,N
E,F,64.0,2,N,Y,10588.5334,2082.1998,6353.12004,N
C,F,76.0,1,N,N,2311.8999,0.0,2014.8999,N
C,F,81.0,1,N,N,2148.3,2033.0001,0.0,N
G,F,31.0,1,N,N,14886.3,2232.945,10722.9334,N
E,M,46.0,1,N,N,9469.6,1420.44,6702.6,N
C,F,42.0,1,N,Y,604.5999,334.5999,0.0,N
C,F,42.0,1,N,N,4133.06674,3757.3334,0.0,N
D,F,43.0,1,N,N,17003.6666,2550.54999,3507.7666,N
D,F,77.0,1,N,N,2973.3,0.0,2703.0,N
D,F,39.0,1,N,N,4364.8666,0.0,4162.4334,N
G,F,54.0,0,N,N,17910.4,2686.56,12788.356,N
E,M,23.0,1,N,N,9231.5334,0.0,8708.834,N
C,M,66.0,1,N,N,2135.4999,2019.0,0.0,N
E,F,64.0,1,N,N,6820.0,0.0,5629.44,N
C,M,53.0,1,N,N,1041.9,816.0,0.0,N
F,F,52.0,2,N,N,11829.6,325.5,5610.6666,N
E,M,35.0,1,N,N,13149.8666,1972.47999,8839.705,N
D,M,19.0,1,N,N,9304.2666,1395.63999,4397.2666,N
G,M,62.0,1,N,Y,17189.2666,2578.38999,7255.6534,N
C,F,30.0,1,N,N,2520.0,0.0,2223.0,N
G,F,58.0,2,N,N,14356.3334,1028.7999,4320.6666,N
D,F,56.0,1,N,N,6047.7334,2890.7001,0.0,N
G,M,56.0,1,N,N,13483.7334,2022.56001,10317.8666,N
D,M,27.0,0,N,N,5205.4,0.0,4974.4666,N
C,F,75.0,1,N,N,2159.1999,2032.2,0.0,N
C,F,25.0,1,N,N,300.0,90.0,180.0,Y
C,M,77.0,1,N,N,2164.5999,2051.0001,0.0,N
D,F,68.0,1,N,N,6744.47004,0.0,6131.3364,N
D,F,52.0,1,N,N,5306.6666,0.0,5104.2334,N
E,M,72.0,2,Y,N,9446.1334,3489.6666,0.0,N
D,F,52.0,1,N,N,6534.4,324.0,3920.64,N
E,F,62.0,1,N,N,5479.3334,0.0,5281.3334,N
C,M,58.0,1,N,N,1882.8,1740.9999,0.0,N
C,M,55.0,3,N,N,3944.23326,2082.6666,1503.0,N
C,M,79.0,1,N,Y,1421.7,1233.0,0.0,N
D,F,18.0,1,N,Y,10775.2666,1616.28999,5136.9334,N
D,M,61.0,0,N,N,8554.4,2566.32,5132.64,Y
C,F,73.0,1,N,N,300.0,90.0,180.0,Y
D,F,66.0,0,N,N,5249.4,1574.82,3149.64,Y
D,F,56.0,1,N,N,13006.0,1950.9,4407.5334,N
D,M,37.0,1,N,N,12695.7334,1904.36001,9297.7334,N
E,F,48.0,1,N,N,13680.0,2052.0,6068.708,N
D,F,66.0,1,N,N,11390.4,1708.56,5197.6,N
D,F,72.0,1,N,N,3299.74557,0.0,2999.7687,N
C,M,79.0,1,N,N,2696.9334,689.1999,1618.16004,N
G,F,23.0,1,N,N,17205.4666,0.0,15922.3,N
E,F,62.0,1,N,N,11166.0,1674.9,4662.6,N
G,M,21.0,1,N,N,14489.6,0.0,12547.2,N
D,F,63.0,0,N,N,6732.6,2019.78,4039.56,Y
F,M,52.0,1,N,N,12415.7,1862.355,8788.0,N
C,M,77.0,0,N,N,2866.2,859.86,1719.72,Y
G,M,54.0,1,N,N,14515.7667,2177.365005,9469.9666,N
F,M,71.0,2,N,N,18792.7334,1493.0001,11275.64004,N
E,M,37.0,0,N,Y,9349.0,2804.7,5609.4,Y
G,F,24.0,1,N,N,18469.2,2770.38,9410.6,N
E,M,83.0,1,N,N,15706.6666,2355.99999,5024.4334,N
G,F,37.0,1,N,N,6263.6,939.54,4705.6,N
C,M,57.0,1,N,N,2839.2,2793.0,0.0,N
E,M,49.0,1,N,N,7693.3334,0.0,7486.4666,N
G,M,41.0,1,N,N,13818.5333,0.0,11539.0334,N
E,F,62.0,3,N,Y,13029.0666,1749.8499,7817.43996,N
E,F,54.0,1,N,N,6343.6666,0.0,5996.808,N
D,F,55.0,1,N,N,6180.0,0.0,5982.0,N
D,F,7.0,2,N,N,4892.5334,733.88001,3815.9332,N
G,M,58.0,1,N,N,16364.6666,2454.69999,10436.648,N
D,M,33.0,1,N,N,6276.8666,606.0,3766.11996,N
C,F,84.0,1,N,N,6006.0,900.9,2301.4,N
C,M,42.0,3,Y,N,3312.46674,3011.3334,0.0,N
G,M,23.0,1,N,N,18861.2,2829.18,12810.7,N
D,M,56.0,1,N,N,5216.4,1528.5,3129.84,N
D,M,30.0,1,N,Y,2549.6001,764.88003,1529.76006,Y
E,M,48.0,1,N,N,7000.0,0.0,6802.0,N
E,M,48.0,1,N,N,9653.8666,0.0,8956.72,N
E,F,25.0,1,N,N,15144.0,2271.6,5682.4,N
C,F,68.0,1,N,N,3006.6,0.0,2781.2666,N
E,M,59.0,1,N,N,18709.6,2806.44,7989.4666,N
F,M,57.0,1,N,N,10257.3333,1538.599995,7381.1334,N
D,M,72.0,1,N,N,5368.0,805.2,2002.0,N
F,F,52.0,2,N,N,17895.7334,2239.8999,10737.44004,N
E,M,20.0,1,N,N,6200.0,0.0,6002.0,N
E,F,39.0,2,N,N,9169.7334,4443.0668,0.0,N
G,F,26.0,1,N,N,13168.0,1975.2,5592.808,N
G,M,25.0,2,N,N,10583.8667,1587.580005,2758.6334,N
C,F,76.0,1,N,N,1419.9,1232.0001,0.0,N
C,F,42.0,1,N,N,5545.4,2286.9,0.0,N
D,F,35.0,1,N,N,6210.9334,0.0,5981.2666,N
E,M,27.0,1,N,N,8501.5334,1275.23001,5953.3334,N
G,M,29.0,1,N,N,11220.3,0.0,11156.0,N
D,M,49.0,1,N,Y,5600.0,1320.0,3360.0,N
C,M,75.0,1,N,N,3281.29989,2982.9999,0.0,N
G,M,28.0,1,N,N,11603.8667,1740.580005,6274.6,N
F,M,28.0,1,N,N,29514.3,4427.145,12945.164,N
D,F,17.0,1,N,N,4533.9334,0.0,4335.9334,N
F,M,37.0,1,N,N,17572.2,2635.83,13766.4,N
F,F,48.0,1,N,Y,20653.6,3098.04,7304.2334,N
E,F,23.0,1,N,N,15910.2666,2386.53999,4630.4666,N
E,M,40.0,1,N,N,14452.6666,2167.89999,8172.83,N
G,M,64.0,3,N,Y,9771.44674,2841.0,6042.1334,N
C,F,59.0,1,N,Y,2461.8,2238.0,0.0,N
C,F,55.0,1,N,N,300.0,90.0,180.0,Y
G,F,25.0,2,N,N,18659.0,2798.85,7291.0,N
D,F,65.0,1,N,N,9001.3334,1350.20001,3034.7334,N
C,F,63.0,1,N,N,2250.9,2145.9999,0.0,N
G,F,27.0,1,N,N,11340.6,0.0,9652.3666,N
D,F,59.0,1,N,N,6982.7334,1047.41001,4098.7334,N
C,F,23.0,0,N,N,300.0,90.0,180.0,Y
F,F,23.0,1,N,N,12011.5334,0.0,11574.1936,N
D,M,18.0,1,N,N,8695.6,1304.34,5127.4,N
G,F,46.0,1,N,N,21358.0667,3203.710005,4276.4334,N
E,F,59.0,1,N,N,8690.9334,0.0,7981.6,N
G,F,38.0,1,N,N,12680.6,0.0,11033.4974,N
G,M,39.0,1,N,N,14383.6,0.0,11545.6,N
E,F,49.0,1,N,N,6021.8,0.0,5823.8,N
F,F,23.0,1,N,N,10580.0,0.0,10382.0,N
G,F,55.0,1,N,N,13800.30674,0.0,12545.7334,N
F,M,43.0,1,N,N,10880.5,0.0,10714.498,N
D,F,55.0,0,N,N,7958.7334,2387.62002,4775.24004,Y
D,F,46.0,1,N,Y,9345.8666,697.5009,5607.51996,N
D,M,81.0,1,N,N,4680.0,0.0,4482.0,N
D,M,52.0,2,Y,Y,12861.5334,1813.3911,7716.92004,N
C,F,47.0,1,Y,N,1350.0,202.5,1053.0,N
C,M,23.0,1,N,N,10661.5333,1599.229995,7693.3634,N
E,F,65.0,1,N,N,12372.2666,1855.83999,6682.6666,N
E,F,23.0,2,Y,Y,11887.1667,1783.075005,5651.2,N
D,M,35.0,1,N,N,10540.0,3162.0,6324.0,Y
C,M,73.0,1,N,N,1501.8,1322.0001,0.0,N
C,M,60.0,1,N,N,988.2,748.5,0.0,N
C,F,74.0,1,N,N,2855.1,2808.9999,0.0,N
D,F,22.0,1,N,Y,2835.9999,0.0,2522.1999,N
H,M,47.0,4,N,N,22507.3667,3376.105005,15425.2128,N
D,M,22.0,1,N,N,7200.0,0.0,7002.0,N
C,M,50.0,1,N,N,2588.1,2517.0,0.0,N
C,M,26.0,1,N,N,3200.0,0.0,3002.0,N
D,F,17.0,1,N,N,6029.0,0.0,5831.0,N
D,M,25.0,1,Y,N,6096.6666,914.49999,4245.5104,N
G,F,43.0,1,Y,N,17484.4666,2622.66999,8818.2384,N
F,F,62.0,2,N,N,13675.1334,901.8,7004.2334,N
E,M,18.0,1,N,N,11933.8,1790.07,5569.4,N
D,F,65.0,1,N,N,10523.8666,0.0,8909.5334,N
E,F,74.0,1,N,N,15618.5334,2342.78001,8909.2,N
G,F,35.0,2,N,N,14461.26,0.0,13146.6,N
F,M,26.0,1,N,N,10580.0,0.0,10249.52,N
C,M,64.0,1,N,N,2883.5001,1975.2,0.0,N
D,M,63.0,1,N,Y,9204.4,1380.66,4636.8,N
G,M,51.0,1,N,N,10652.6,1597.89,6616.4,N
C,F,74.0,1,N,N,1396.2,1206.0,0.0,N
G,M,38.0,2,N,N,16358.7334,0.0,16160.7334,N
C,M,76.0,1,N,N,1409.1,1220.0001,0.0,N
C,F,46.0,1,N,N,1813.5,1665.0,0.0,N
D,F,63.0,1,N,N,11236.9,1685.535,3972.984,N
F,F,27.0,0,N,N,18368.6,2755.29,9093.6956,N
G,F,24.0,1,N,N,15428.7667,2314.315005,10183.5166,N
E,F,32.0,1,N,N,8202.4,0.0,7657.9836,N
G,F,36.0,1,N,N,14003.95326,0.0,12730.8666,N
D,M,35.0,2,Y,N,7693.8666,1154.07999,5087.7666,N
C,F,83.0,1,N,N,2083.0,2071.3334,0.0,N
G,F,70.0,1,N,N,6010.9334,901.64001,3572.7334,N
D,M,81.0,1,N,N,2973.3,0.0,2703.0,N
D,M,69.0,0,N,Y,7045.3334,2113.60002,4227.20004,Y
C,M,75.0,1,N,N,1400.0001,1158.6999,0.0,N
D,F,7.0,1,N,Y,3016.9334,0.0,2768.3334,N
D,F,49.0,1,N,N,9118.9,1367.835,5778.5666,N
D,M,53.0,2,N,Y,5793.7,1665.0,3602.0,N
E,M,57.0,1,N,N,6730.0,0.0,6000.8,N
G,M,49.0,1,N,N,12806.4,1920.96,1420.0461,N
G,M,47.0,3,N,N,14034.4333,1496.0001,10823.515,N
G,M,53.0,1,N,N,15049.6,2257.44,7736.4,N
E,F,37.0,2,N,N,6396.0,0.0,5782.9334,N
G,M,34.0,1,Y,Y,15367.9333,2305.189995,9591.148,N
F,M,24.0,1,N,N,21945.2667,3291.790005,8909.2,N
D,M,56.0,2,N,N,7956.8666,2511.3999,2394.1126,N
D,M,63.0,1,N,N,5345.4,1305.3999,3207.24,N
E,M,58.0,2,N,N,16944.1334,1113.8001,6360.4,N
F,F,46.0,1,N,N,12180.0,0.0,11982.0,N
D,F,36.0,0,N,N,6569.0,1970.7,3941.4,Y
G,F,49.0,2,N,N,13428.0667,2542.5,8799.6,N
D,M,54.0,1,N,N,6054.0,908.1,4501.2,N
