base_ym,dpro_tgt_perd_val,cust_ctg_type,cust_class,sex_type,age,efct_svc_count,dt_stop_yn,npay_yn,r3m_avg_bill_amt,r3m_A_avg_arpu_amt,r3m_B_avg_arpu_amt,r6m_A_avg_arpu_amt,r6m_B_avg_arpu_amt,termination_yn
202006,20200630,10001,G,M,47,1,N,N,15283.3667,2292.505005,6460.6666,0,6518.4834,N
202006,20200630,10001,_,F,22,1,N,N,3925.4666,0,3727.4666,0,3695.4666,N
202006,20200630,10001,E,M,64,3,N,N,9574.4,3884.8668,0,3612.6,0,N
202006,20200630,10001,E,F,24,1,N,N,12779.4,1916.91,4623.2666,0,5996.5,N
202006,20200630,10001,_,M,40,2,N,Y,300,90,180,0,15,N
202006,20200630,10001,_,_,_,1,N,N,7834.79796,0,7122.5436,0,7120.5436,N
202006,20200630,10001,C,M,39,0,N,N,5712.6,1713.78,3427.56,0,0,Y
202006,20200630,10001,C,F,84,0,N,N,3421.3334,1026.40002,2052.80004,0,0,Y
202006,20200630,10001,D,M,67,2,N,Y,4727.7334,2243.4,0,2174.2002,0,N
202006,20200630,10001,C,M,84,1,N,N,2541.9,2466,0,2366.0001,0,N
202006,20200630,10001,F,F,36,1,N,N,10200,0,10002,0,12320.6,N
202006,20200630,10001,E,M,65,1,N,N,5462.3334,0,5255.4666,0,5251.2334,N
202006,20200630,10001,D,M,25,1,N,N,16836.4,2525.46,9151,0,9371.5534,N
202006,20200630,10001,E,F,25,1,N,N,12615.5334,1892.33001,9598.184,0,9874.4506,N
202006,20200630,10001,C,M,55,1,N,N,1843.8,1698,0,1704,0,N
202006,20200630,10001,D,M,9,1,N,N,2880,0,2583,0,2579.3043,N
202006,20200630,10001,_,F,52,1,N,N,4060,609,3202,0,3346.3666,N
202006,20200630,10001,E,F,51,1,N,Y,18070.8666,2710.62999,5972.5334,0,6223.1334,N
202006,20200630,10001,G,F,36,1,N,N,2533.3334,380.00001,2002,0,2077.6,N
202006,20200630,10001,C,M,89,1,N,N,2547.3999,2472,0,2483.0001,0,N
202006,20200630,10001,D,F,47,1,N,N,6715,0,6438.9334,0,5605.5,N
202006,20200630,10001,D,F,7,1,N,N,300,90,180,0,0,Y
202006,20200630,10001,_,F,71,0,N,N,1686.3,1533,0,1538.25,0,N
202006,20200630,10001,F,M,20,1,N,N,12248.5334,0,11981.4,0,10931.2334,N
202006,20200630,10001,G,M,64,1,N,N,19101,2865.15,7620.6306,0,8871.2574,N
202006,20200630,10001,C,F,50,0,N,N,964.5999,289.37997,578.75994,0,0,Y
202006,20200630,10005,C,_,_,1,N,N,1488.2001,1307.0001,0,1332.9999,0,N
202006,20200630,10001,D,M,23,1,N,N,12116.55,1817.4825,5606.387,0,5604.387,N
202006,20200630,10001,D,F,45,2,N,Y,10741.8,744.9999,6445.08,754.5501,0,N
202006,20200630,10001,D,M,44,3,N,N,8435.1334,5428.6666,0,5434.6666,0,N
202006,20200630,10001,C,M,66,1,N,N,2287.2,2098,0,2102,0,N
202006,20200630,10001,_,F,58,1,N,N,3285.15,0,2986.5,0,2004.1666,N
202006,20200630,10001,G,F,35,1,N,N,13265.1333,1989.769995,4741.4,0,4739.4,N
202006,20200630,10001,G,F,55,2,N,N,20696.1333,3104.419995,11239.5366,0,17640.42,N
202006,20200630,10001,C,M,42,1,N,N,300,90,180,0,0,Y
202006,20200630,10001,C,M,42,1,N,N,2820.6666,0,2622.6666,0,2565.8334,N
202006,20200630,10001,E,F,28,1,N,N,12212.6666,1831.89999,5602,0,5630.6334,N
202006,20200630,10001,E,M,57,0,N,N,8378.46581,815.0001,6801.787,822.2001,6799.894,N
202006,20200630,10001,C,M,85,2,N,N,4379.97978,2256.9999,1724.7999,2302.5,1658.1999,N
202006,20200630,10001,F,F,44,1,N,N,19409.6,2911.44,7255.6,0,7282.1,N
202006,20200630,10001,G,M,22,1,N,Y,13922.4,2088.36,6667.8966,0,6522.315,N
202006,20200630,10001,G,F,28,1,N,N,11183.9333,0,9410.6666,0,9408.7334,N
202006,20200630,10001,C,M,23,1,N,N,5415.3334,812.30001,1052.1999,0,1306.9929,N
202006,20200630,10001,E,M,18,1,N,N,17032.0666,2554.80999,7289.7666,0,6193.8834,N
202006,20200630,10001,D,M,35,0,N,N,6400,1920,3840,0,0,Y
202006,20200630,10005,D,M,85,3,N,N,6179.4,4324.5332,0,4274.5998,0,N
202006,20200630,10001,G,M,34,2,N,N,17636.6666,2645.49999,9751.0666,0,9557.2,N
202006,20200630,10001,E,M,59,1,N,N,10401.9334,1560.29001,6683.3334,0,6680.9666,N
202006,20200630,10001,G,F,29,1,N,N,51201.5667,7680.235005,11031.1756,0,10953.9364,N
202006,20200630,10001,D,F,22,0,Y,N,5249.4,1574.82,3149.64,0,0,Y
202006,20200630,10001,G,F,25,1,N,N,18112.9333,2716.939995,8600.5334,0,8556.3,N
202006,20200630,10001,G,M,55,3,N,N,18394.2333,2316.3334,6074.2,2597.8,6225.6,N
202006,20200630,10001,C,M,46,1,N,N,3747.5334,0,3439.8666,0,3440.1,N
202006,20200630,10001,E,F,55,2,N,N,9175.1334,330.9,6532,338.1,6443,N
202006,20200630,10001,G,F,26,1,N,N,12578.1334,1886.72001,6277.4666,0,6277.7,N
202006,20200630,10001,E,F,17,1,N,N,11436,1715.4,8981.2,0,8245.8666,N
202006,20200630,10001,G,F,42,2,N,N,21324.7667,1049.0001,6453.6666,1200.9999,6451.4666,N
202006,20200630,10010,_,_,_,3,N,N,4131.16,3755.6,0,3762,0,N
202006,20200630,10001,G,M,52,1,N,N,16610.45408,0,15100.4128,0,14250.9472,N
202006,20200630,10001,D,M,17,1,N,N,12236,1835.4,3682.2,0,3735.9,N
202006,20200630,10001,G,M,30,1,N,Y,101482.7,15222.405,10156.121,0,10155.121,N
202006,20200630,10001,E,F,19,1,N,N,9329.8666,0,8549.9334,0,8263.8834,N
202006,20200630,10001,G,M,31,1,N,N,16841.3334,2526.20001,8005.364,0,8020.5474,N
202006,20200630,10001,E,F,34,0,N,N,16118.2,4835.46,9670.92,0,0,Y
202006,20200630,10001,C,M,51,1,N,N,2388.2001,2297.0001,0,2264.0001,0,N
202006,20200630,10001,D,F,13,1,N,N,300,90,180,0,0,Y
202006,20200630,10001,G,F,32,1,N,N,16390.2666,0,13426.1534,0,13033.8766,N
202006,20200630,10001,C,F,86,1,N,N,2940,0,2643,0,2640,N
202006,20200630,10001,C,M,59,1,N,N,1396.2,1206,0,1212,0,N
202006,20200630,10001,D,F,38,1,N,N,6106,915.9,3662,0,4257.9916,N
202006,20200630,10001,C,M,36,0,N,Y,3000,900,1800,0,0,Y
202006,20200630,10001,G,M,29,1,N,N,16866.9334,2530.04001,8845.5334,0,8645.3666,N
202006,20200630,10001,_,M,49,0,N,N,300,90,180,0,3969.5426,N
202006,20200630,10001,D,M,28,1,N,N,5861.6666,879.24999,3085.4,0,4186.2,N
202006,20200630,10001,F,F,27,1,N,N,20860.4333,3129.064995,7526.6,0,7373.5334,N
202006,20200630,10001,G,F,57,3,N,N,18737.4333,2810.614995,12522.3306,0,12724.564,N
202006,20200630,10001,G,F,19,1,N,N,16125.1334,2418.77001,9576.9334,0,9699.7026,N
202006,20200630,10001,G,F,53,2,N,Y,13044.3667,1139.7999,7826.62002,1323.7998,0,N
202006,20200630,10001,D,M,18,1,N,N,10055.1334,1508.27001,4829.3334,0,6239.1666,N
202006,20200630,10001,D,F,53,1,N,N,10177.0666,1526.55999,3357.9334,0,3553.8766,N
202006,20200630,10001,D,M,55,1,N,N,4600,0,4259.584,0,4257.584,N
202006,20200630,10001,G,M,48,2,N,N,12581.3667,0,11075.264,0,12235.9808,N
202006,20200630,10001,D,F,12,1,N,N,4000,0,3402,0,3402.7334,N
202006,20200630,10001,G,F,53,1,N,N,18604.6,2790.69,6101,0,8583.2876,N
202006,20200630,10010,_,_,_,2,N,N,5452.62652,4956.9332,0,4428.6666,0,N
202006,20200630,10001,E,M,59,1,N,N,8128.14376,1788,5601.2216,1856.7501,5599.7956,N
202006,20200630,10001,D,F,35,0,N,N,4129,1238.7,2477.4,0,0,Y
202006,20200630,10001,_,M,51,2,N,N,8849.69646,0,8045.1786,0,8261.0452,N
202006,20200630,10001,C,F,50,1,N,N,7343,2312.3001,0,2513.6001,0,N
202006,20200630,10001,E,F,63,1,N,N,15053.2,2257.98,7773.6666,0,8239.7666,N
202006,20200630,10001,D,M,46,0,N,N,6970.8,2091.24,4182.48,0,0,Y
202006,20200630,10001,D,F,19,1,N,N,8083.2666,1212.48999,4458.6334,0,4481.0584,N
202006,20200630,10001,E,M,62,1,N,N,4472.7334,0,4202,0,4199.8334,N
202006,20200630,10001,C,M,41,1,N,N,5683.2666,344.4999,3409.95996,343.2501,0,N
202006,20200630,10001,D,F,78,1,N,Y,6298,0,5980.4,0,5979.2,N
202006,20200630,10001,D,M,86,1,N,N,5586.29071,2093.0001,2985.446,1893.5001,2803.8632,N
202006,20200630,10001,C,M,62,1,N,Y,1780.8,1626,0,1692,0,N
202006,20200630,10001,F,M,66,1,N,N,11291,1693.65,7133,0,7131,N
202006,20200630,10001,G,M,39,5,N,N,18017.8,7424.8,4102,7666.6066,4100,N
202006,20200630,10001,_,F,38,0,N,N,6506.8,1952.04,3904.08,0,0,Y
202006,20200630,10001,G,M,31,2,N,N,8260.5334,0,8053.6666,0,8059.6732,N
202006,20200630,10001,E,F,23,1,N,N,6285.4666,0,6087.4666,0,10032.7334,N
202006,20200630,10001,D,M,18,1,N,N,15242.8,2286.42,9502.93,0,9500.93,N
202006,20200630,10001,C,F,88,1,N,N,2927.3001,2889.9999,0,2952.8001,0,N
202006,20200630,10001,G,M,57,1,N,N,18740.6666,0,15711.4244,0,17203.6898,N
202006,20200630,10001,D,M,39,0,N,N,4160,1248,2496,0,0,Y
202006,20200630,10001,D,M,57,0,N,N,5249.2,1574.76,3149.52,0,0,Y
202006,20200630,10001,E,F,46,1,N,N,6982.4,0,6638.2666,0,6526.4666,N
202006,20200630,10005,D,_,_,1,N,N,9639.9334,2186.4,5783.96004,2316.5001,0,N
202006,20200630,10005,D,_,_,0,N,N,32329.6667,9698.90001,19397.80002,0,0,Y
202006,20200630,10001,_,F,43,0,N,N,5597.1,1679.13,3358.26,0,0,Y
202006,20200630,10001,G,M,56,1,N,N,9626,1443.9,6688.7,0,6683.35,N
202006,20200630,10001,E,F,57,1,N,N,17100.9334,2565.14001,11658.7334,0,13221.0666,N
202006,20200630,10001,_,M,30,0,N,N,12758.44196,0,11598.5836,0,9982.3788,N
202006,20200630,10001,_,M,40,0,N,N,15619,4685.7,9371.4,0,0,Y
202006,20200630,10001,_,M,42,1,N,N,2704.8666,0,2506.8666,0,3235.7334,N
202006,20200630,10001,D,F,70,1,N,N,300,90,180,0,0,Y
202006,20200630,10001,G,M,51,1,N,Y,16766.1,2514.915,8711,0,8979.9334,N
202006,20200630,10001,G,F,59,1,N,N,12367.8666,1855.17999,6779.9334,0,6537.7,N
202006,20200630,10001,G,M,38,1,N,N,17356.8666,2603.52999,13402,0,10954.5,N
202006,20200630,10001,E,F,29,1,N,N,6356.6666,0,5981.9334,0,5979.5666,N
202006,20200630,10001,C,F,83,1,N,N,2347.2999,2243.4999,0,2259.3999,0,N
202006,20200630,10001,G,F,29,1,N,N,18679.8666,2801.97999,9610.4,0,9454.7666,N
202006,20200630,10001,C,F,84,1,N,Y,2229.1334,672,0,678,0,N
202006,20200630,10001,C,M,80,2,N,N,2865.5001,1143.9999,1528.5,1149.2499,1493.7,N
202006,20200630,10001,C,F,8,1,N,N,3800,0,3602,0,3173.6334,N
202006,20200630,10001,D,F,25,1,N,N,4320.6666,0,4122.6666,0,4106.7334,N
202006,20200630,10001,H,M,47,2,N,N,12537.2333,0,11270.2737,0,11121.8868,N
202006,20200630,10001,C,M,66,2,N,N,3228.5334,2881.9334,0,2908.2332,0,N
202006,20200630,10001,_,F,31,0,N,N,6673.7,1001.055,901.5564,0,2765.5802,N
202006,20200630,10001,_,F,79,1,N,N,6748,1012.2,4602,0,4599.9,N
202006,20200630,10001,D,F,43,1,N,N,7229.2,1796.4,4337.52,1809.3999,0,N
202006,20200630,10001,D,F,44,1,N,N,9550.7334,0,8353.974,0,8329.787,N
202006,20200630,10001,C,M,79,1,N,N,7430.2,824.0001,4458.12,861.5001,0,N
202006,20200630,10001,C,F,33,0,N,N,300,90,180,0,0,Y
202006,20200630,10001,E,M,47,1,N,N,24005.0333,3600.754995,6173.8,0,5635.6334,N
202006,20200630,10001,_,_,_,1,N,Y,300,90,180,0,0,Y
202006,20200630,10001,G,M,39,1,N,N,14215.6,2132.34,8749.2,0,8707.4,N
202006,20200630,10001,E,M,23,1,N,N,6380,0,6042.008,0,6040.008,N
202006,20200630,10001,D,M,67,2,N,N,9200,0,9002,0,9000,N
202006,20200630,10001,E,F,54,1,N,N,7355.7334,0,6863.0814,0,6844.5814,N
202006,20200630,10001,H,M,44,3,N,Y,77490.2667,11623.54001,30360.6833,0,30402.575,N
202006,20200630,10001,_,M,64,0,N,Y,2077.5,623.25,1246.5,0,3475.2982,N
202006,20200630,10001,D,M,20,1,N,N,5747.8666,0,5549.8666,0,4595.3,N
202006,20200630,10001,E,F,26,1,N,N,16030,2404.5,6481.2,0,6479.2,N
202006,20200630,10001,C,F,73,1,N,N,1961.7,1265.7,0,1268.1,0,N
202006,20200630,10001,_,M,59,1,N,N,4573.06674,0,4157.3334,0,3551.8666,N
202006,20200630,10001,_,M,13,0,N,N,5773.11372,0,5248.2852,0,5208.8904,N
202006,20200630,10001,C,F,28,0,N,Y,5536.5334,1660.96002,3321.92004,0,0,Y
202006,20200630,10001,G,M,25,1,N,N,17792.9,2668.935,14034.7282,0,14032.7282,N
202006,20200630,10001,C,F,61,1,N,N,1370.9001,1178.0001,0,1173.9999,0,N
202006,20200630,10001,_,F,41,1,N,N,300,90,180,0,0,Y
202006,20200630,10005,D,_,_,1,N,N,3250.3334,1521.9,0,1470,0,N
202006,20200630,10001,C,F,51,2,N,N,5597.23989,2103.6,2984.7999,2010.3,2960.4,N
202006,20200630,10001,D,F,70,1,N,N,3200,0,3002,0,3000,N
202006,20200630,10001,C,F,23,1,N,N,3253.9334,0,3001.4,0,2999.7,N
202006,20200630,10001,D,M,12,1,N,Y,8160.7334,1224.11001,5125.2,0,5148.6,N
202006,20200630,10001,D,M,60,0,N,N,4743.6,1423.08,2846.16,0,0,Y
202006,20200630,10001,_,M,61,0,N,Y,5098.4,1529.52,3059.04,0,1728.8652,N
202006,20200630,10001,C,M,82,2,N,N,3919.9334,3108.6,0,3154.3666,0,N
202006,20200630,10005,D,_,_,0,N,N,9080,2724,5448,0,0,Y
202006,20200630,10001,E,M,53,0,N,N,7569,2270.7,4541.4,0,0,Y
202006,20200630,10001,E,F,19,1,N,N,5149.0666,0,4491.0666,0,4489.0334,N
202006,20200630,10001,G,F,28,2,N,Y,18649.0333,2797.354995,14151.6748,0,13635.8996,N
202006,20200630,10001,D,F,78,2,N,N,2669.33326,2426.6666,0,2853,0,N
202006,20200630,10001,C,F,72,1,N,Y,379.2,87,227.52,114.9999,0,N
202006,20200630,10001,D,F,55,1,N,N,22654,3398.1,8682.036,0,8680.036,N
202006,20200630,10001,D,F,44,2,N,N,16044.6667,2406.700005,11483.4666,0,11481.5334,N
202006,20200630,10001,F,M,71,0,N,N,15049,4514.7,9029.4,0,0,Y
202006,20200630,10001,G,M,37,1,N,N,15690.7334,2353.61001,11559.764,0,11557.764,N
202006,20200630,10001,C,M,71,1,N,N,1415.4,1220.0001,0,1234.5,0,N
202006,20200630,10001,C,F,87,1,N,N,2027.2,2010,0,2841.5001,0,N
202006,20200630,10001,E,F,50,1,N,N,7254.4,1088.16,3847.4,0,3866.9334,N
202006,20200630,10001,E,F,67,1,N,N,6880,0,6682,0,6680,N
202006,20200630,10001,G,F,40,3,N,Y,50184.7,417.6,12602.4866,452.4999,15694.5568,N
202006,20200630,10001,G,F,49,2,N,N,21317.3,941.0001,13835.6,1000.35,13833.6,N
202006,20200630,10001,C,M,42,1,N,Y,2199.4,2136.3334,0,2175.8334,0,N
202006,20200630,10001,D,M,20,1,N,Y,13948.0667,2092.210005,4207.7334,0,4205.8666,N
202006,20200630,10001,E,F,50,2,N,N,12087.9334,816.6,5174.8,822.6,5172.8,N
202006,20200630,10001,C,M,51,1,N,N,2005.5,1875.9999,0,1815,0,N
202006,20200630,10001,E,M,57,2,N,N,8002.9334,2313.3999,2551,2353.7499,2548.9334,N
202006,20200630,10001,D,F,73,1,N,N,5805.4,0,5607.4,0,5635.4,N
202006,20200630,10001,C,M,18,1,N,N,7761.8,2328.54,4657.08,0,0,Y
202006,20200630,10001,D,F,83,2,N,N,11138,1218,6682.8,1265.4999,0,N
202006,20200630,10001,F,M,25,1,N,N,15576.6666,2336.49999,10645.6538,0,10023.6936,N
202006,20200630,10001,E,F,26,1,N,N,9876.9334,1481.54001,6792,0,6785,N
202006,20200630,10001,_,F,89,1,N,Y,5626.5334,0,5361.0666,0,5258.7666,N
202006,20200630,10001,E,F,60,1,N,N,8811,1321.65,6638.4,0,6362.4334,N
202006,20200630,10001,D,F,67,1,N,N,4793.9334,0,4585.7334,0,4563.7666,N
202006,20200630,10001,D,F,46,1,N,N,14766.2666,2214.93999,7919.3334,0,7448.8666,N
202006,20200630,10001,G,F,12,1,N,Y,10297.2,0,9411,0,9509.8666,N
202006,20200630,10001,C,M,67,2,N,N,3422.31978,1337.4999,1773.6999,1514.3001,2522.1999,N
202006,20200630,10001,E,M,54,1,N,N,22027.5667,3304.135005,7384.4666,0,7584,N
202006,20200630,10001,D,M,13,1,N,N,5180,0,4982,0,4979.7,N
202006,20200630,10001,C,M,72,1,N,N,1407.2001,1218,0,1373.4999,0,N
202006,20200630,10001,_,_,_,0,N,N,300,90,180,0,0,Y
202006,20200630,10001,F,F,41,1,N,N,8357.6666,0,7981.4,0,8070.085,N
202006,20200630,10001,C,F,47,0,N,N,6858.1334,2057.44002,4114.88004,0,0,Y
202006,20200630,10001,G,M,27,1,N,N,19536.4666,2930.46999,13056.6534,0,13076.9866,N
202006,20200630,10001,C,M,51,1,N,N,3236.3334,1007.3001,0,1000.2,0,N
202006,20200630,10001,_,F,25,0,N,N,14294.8666,2144.22999,10393.9556,0,9094.2478,N
202006,20200630,10001,E,F,35,1,N,N,19659.0666,2948.85999,6643.8,0,7560.9,N
202006,20200630,10001,G,F,45,1,N,N,39487.7,5923.155,7644.2,0,7642.2,N
202006,20200630,10001,C,M,64,1,N,N,2140.8999,2025,0,2065.2501,0,N
202006,20200630,10001,E,M,53,1,N,N,7200,0,7002,0,6999.6666,N
202006,20200630,10001,E,M,25,1,N,N,9180,0,8982,0,8657.2666,N
202006,20200630,10001,F,M,45,1,N,N,11000,1650,6802,0,8007.2,N
202006,20200630,10001,C,M,86,1,N,N,2215.2,332.28,1699.2,0,1746.2001,N
202006,20200630,10001,C,M,69,1,N,N,2374.5999,2282.0001,0,2274.5001,0,N
202006,20200630,10001,_,F,16,0,N,N,300,90,180,0,5713.2054,N
202006,20200630,10001,F,F,58,1,N,N,12433.8666,1865.07999,9888.25,0,11218.275,N
202006,20200630,10001,_,M,_,0,N,N,300,90,180,0,4032.9862,N
202006,20200630,10001,F,F,36,1,N,N,17350,2602.5,7135.2666,0,6448.7,N
202006,20200630,10001,G,M,37,2,N,N,16684.75974,0,15167.9634,0,15061.0482,N
202006,20200630,10001,G,M,58,1,N,N,17277.2666,2591.58999,8414.6666,0,8410.4334,N
202006,20200630,10001,E,M,47,2,N,N,11278.8,1906.5999,1928.6001,1990.4499,1852.455,N
202006,20200630,10001,G,M,51,2,N,N,14401.1667,0,12053,0,12212.6666,N
202006,20200630,10001,_,_,_,0,N,N,10012.34674,0,9102.1334,0,9986.4666,N
202006,20200630,10001,G,F,26,2,N,N,9077.2,1361.58,7253.4334,0,7250.3166,N
202006,20200630,10001,D,F,33,0,N,N,3200,960,1920,0,0,Y
202006,20200630,10001,G,M,24,2,N,N,15559.6,2333.94,10945.6,0,10943.6,N
202006,20200630,10001,C,F,60,1,N,N,7796.8666,1169.52999,2111.1964,0,2109.1964,N
202006,20200630,10005,C,_,_,0,N,N,8700,2610,5220,0,0,Y
202006,20200630,10001,D,M,17,1,N,N,7128,1069.2,5628.4,0,5747.8666,N
202006,20200630,10001,D,F,65,1,N,N,4761.2,714.18,2323,0,4025.6334,N
202006,20200630,10001,D,F,54,1,N,N,12676,1901.4,4606.2666,0,4602.0666,N
202006,20200630,10001,E,M,51,1,N,N,15986.9667,1944.6999,9592.18002,1946.7501,0,N
202006,20200630,10001,D,F,57,1,N,N,6920,330,4152,338.0001,0,N
202006,20200630,10001,G,M,17,1,N,N,17724.8666,2658.72999,9466.2552,0,9464.2552,N
202006,20200630,10001,E,F,50,1,N,N,11785.9334,1767.89001,6687.4,0,6685.3666,N
202006,20200630,10001,_,M,48,1,N,N,300,90,180,0,0,Y
202006,20200630,10001,E,F,48,1,N,N,11464.4666,1719.66999,8777.8,0,8892.1666,N
202006,20200630,10001,C,F,47,1,N,N,2040,1914,0,1920,0,N
202006,20200630,10001,C,M,86,1,N,N,2143.0666,2065.4,0,2808.5001,0,N
202006,20200630,10001,C,M,49,2,N,N,3120.33326,2836.6666,0,2788.6666,0,N
202006,20200630,10001,G,M,63,2,N,N,11049,1794,6596.6,1802.0001,6594.2666,N
202006,20200630,10010,_,_,_,0,N,N,7030.9334,2109.28002,4218.56004,0,0,Y
202006,20200630,10001,D,M,78,1,N,N,10501.35,1575.2025,2571.7458,0,2569.7458,N
202006,20200630,10001,D,F,24,1,N,N,4758.2,0,4560.2,0,4514.5,N
202006,20200630,10001,C,F,82,1,N,N,462.6,138,277.56,144,0,N
202006,20200630,10001,E,M,41,1,N,N,10543.7333,1581.559995,7964.8666,0,7326.8,N
202006,20200630,10001,C,F,78,1,N,N,4760.6,1254.9999,2856.36,1257.9999,0,N
202006,20200630,10001,_,F,32,1,N,N,11890.63326,0,10809.6666,0,11020.2334,N
202006,20200630,10010,_,_,_,2,N,N,2515.26,2286.6,0,2290.6,0,N
202006,20200630,10001,E,M,67,3,N,Y,17584.6666,3575.1332,5559.8666,3364.7668,6692.4334,N
202006,20200630,10001,D,F,62,1,N,N,9107.2,0,8909.2,0,8907.2,N
202006,20200630,10001,G,F,27,1,N,N,11743.6,0,11545.6,0,11543.6,N
202006,20200630,10001,F,M,25,1,N,Y,15696.0667,2354.410005,10889.3718,0,9974.2266,N
202006,20200630,10001,D,F,35,0,N,Y,5581.0666,1674.31998,3348.63996,0,0,Y
202006,20200630,10001,C,M,52,1,N,N,2160,2046,0,2049.5001,0,N
202006,20200630,10001,E,M,49,1,N,N,5629,0,5288.584,0,5286.5506,N
202006,20200630,10001,G,F,49,1,N,N,10604.2,0,10396.8666,0,11897.4334,N
202006,20200630,10001,_,M,41,2,N,Y,12020.87326,0,10928.0666,0,10948.5334,N
202006,20200630,10001,G,M,26,1,N,N,17349.6,2602.44,5427.6,0,5425.6,N
202006,20200630,10001,G,F,74,1,N,N,13615.2,2042.28,9410.6,0,9408.6,N
202006,20200630,10001,E,M,53,2,N,N,9744.8666,2004.8666,5846.91996,2021.9,0,N
202006,20200630,10001,C,M,8,1,N,N,4080,0,3462,0,3460,N
202006,20200630,10001,G,M,36,2,N,N,19178.66852,2018.6666,15416.4866,2204.4,15884.6766,N
202006,20200630,10001,E,M,57,1,N,N,16474,2471.1,6783.6,0,6781.5334,N
202006,20200630,10001,D,M,33,0,N,N,6703.6,2011.08,4022.16,0,0,Y
202006,20200630,10001,G,M,37,1,N,N,15300.3,0,13547.2,0,13767.6,N
202006,20200630,10001,D,F,55,1,N,N,6742.6666,1011.39999,4860.7334,0,4528.9334,N
202006,20200630,10001,F,M,43,0,N,N,15339.7333,2300.959995,12182.464,0,12257.3306,N
202006,20200630,10001,E,M,32,1,N,Y,13315.6666,1997.34999,7983.1334,0,8011.95,N
202006,20200630,10001,D,F,85,2,N,N,6792.7334,0,6355.4,0,5051.2,N
202006,20200630,10001,E,M,33,2,N,N,6946.6666,1983.6,4167.99996,2008.5999,0,N
202006,20200630,10001,C,F,76,1,N,N,1541.9001,1340.3001,0,1354.1499,0,N
202006,20200630,10001,C,F,87,0,N,N,2100,630,1260,0,0,Y
202006,20200630,10001,D,M,77,1,N,N,978.3,146.745,150,0,731.0982,N
202006,20200630,10001,C,F,96,1,N,N,1958.3001,1824.0999,0,1703.4,0,N
202006,20200630,10001,D,F,67,1,N,N,5623.3334,843.50001,2301.0666,0,2299.0334,N
202006,20200630,10001,G,F,50,1,N,Y,13474.6667,0,11981.7334,0,10540.9279,N
202006,20200630,10005,F,_,_,2,N,N,16931,2123.4,10158.6,2130.9999,0,N
202006,20200630,10001,F,M,28,1,N,N,12546.62486,0,11406.0226,0,10942.4894,N
202006,20200630,10001,E,M,48,1,N,N,10832.3334,1624.85001,6057.2,0,6055.2,N
202006,20200630,10001,_,M,16,0,N,N,3625.2117,0,3295.647,0,3288.7618,N
202006,20200630,10001,D,M,66,3,N,N,7797.6,2046.9,4678.56,1592.3499,0,N
202006,20200630,10001,_,M,35,1,N,N,2162.71011,0,1966.1001,0,1862.0499,N
202006,20200630,10001,C,F,56,0,N,N,2970.8,891.24,1782.48,0,0,Y
202006,20200630,10001,E,F,41,1,N,N,7371.5334,0,7139.961,0,7068.9806,N
202006,20200630,10001,D,F,58,1,N,N,5078,761.7,2673.9,0,2670.6999,N
202006,20200630,10005,_,_,_,0,N,N,300,90,180,1530.6666,0,N
202006,20200630,10001,F,F,49,2,N,N,11667.4666,2158.6,6613.1334,2101.7,6424.2334,N
202006,20200630,10001,C,F,49,0,N,N,300,90,180,0,0,Y
202006,20200630,10001,G,F,27,1,N,N,17827.0666,2674.05999,8413.1,0,8409.8166,N
202006,20200630,10001,D,M,12,1,N,N,3303.6,0,3105.6,0,3099.6666,N
202006,20200630,10010,_,_,_,2,N,N,4114.8666,3796.3332,0,5200.5334,0,N
202006,20200630,10001,C,F,86,1,N,N,2492,0,2001.8,0,2981.3001,N
202006,20200630,10001,D,F,74,2,N,N,7810,1698,5402,1704,5400,N
202006,20200630,10001,E,F,15,1,N,N,16053.8,2408.07,5556.2,0,6793.6,N
202006,20200630,10001,E,M,46,0,N,Y,1371,205.65,1053,2606.9466,1049.9001,N
202006,20200630,10001,G,M,35,3,N,N,16371.89664,0,14883.5424,0,13874.3092,N
202006,20200630,10001,F,M,35,1,N,N,14302,2145.3,7681.6,0,7679.6,N
202006,20200630,10001,F,F,50,9,N,N,19090.35326,3352.8666,14002,3342.9666,14000,N
202006,20200630,10001,E,F,46,1,N,N,10531.3667,0,10048.0666,0,8802.7334,N
202006,20200630,10001,D,F,26,1,N,N,4007.8666,0,3801.8666,0,3799.9334,N
202006,20200630,10001,G,F,33,1,N,N,18965.8666,2844.87999,7644.0936,0,8124.4962,N
202006,20200630,10001,G,F,48,1,N,Y,16392.4,2458.86,11776.6746,0,10879.8414,N
202006,20200630,10001,D,F,59,1,N,N,5997.5334,0,5641,0,5639.3334,N
202006,20200630,10001,C,M,74,1,N,N,2573.6001,2501.0001,0,2567.0001,0,N
202006,20200630,10001,G,F,17,1,N,N,13839.2,2075.88,10910.4,0,10908.4,N
202006,20200630,10001,C,M,67,1,N,N,1844.6001,1698.9999,0,1704.5001,0,N
202006,20200630,10001,C,F,42,1,N,N,3247.7334,0,3124.9602,0,3035.9912,N
202006,20200630,10001,C,M,50,2,Y,N,1188.9,978,0,984,0,N
202006,20200630,10001,C,M,69,1,N,N,3359.2666,1040.0001,0,1061.4999,0,N
202006,20200630,10001,C,M,79,1,N,N,3400,0,3202,0,3200,N
202006,20200630,10001,_,M,37,0,N,Y,300,90,180,0,0,Y
