RID,Time_Departure,Time_Arrival,Distance,Time_Driving,Speed_Per_Hour,Address1,Address2,Weekday,Hour,Day,Signaltype
router-84875df7fc-cmkz9-7-54154741-0,19:16:56,19:44:15.019000,12279.0,1637.8780517578,26.9888224905,경기도,의정부시,3,19,23,15.0
router-84875df7fc-b5nxc-1-9146943-0,16:10:16,16:16:42.170000,6238.0,381.9339904785,58.7975947673,서울특별시,송파구,2,16,29,0.0
router-84875df7fc-8n4sw-7-60731415-0,22:24:54,22:46:29.171000,11269.0,1294.2099609375,31.3460730673,서울특별시,마포구,3,22,23,10.0
router-84875df7fc-cmkz9-7-62381100-0,12:41:41,13:00:32.162000,5472.0,1118.1889648438,17.6170581354,서울특별시,서초구,0,12,27,28.0
router-84875df7fc-8n4sw-3-7696751-0,17:27:07,17:36:18.743000,6966.0,552.6699829102,45.375361021,경기도,시흥시,4,17,24,8.0
router-84875df7fc-cmkz9-6-13208333-0,14:03:53,14:24:06.475000,9239.0,1213.875,27.4001853568,경기도,광명시,3,14,23,46.0
router-84875df7fc-cmkz9-2-7152967-0,16:01:24,16:10:38.051000,5079.0,554.1190185547,32.9972431693,서울특별시,영등포구,0,16,20,13.0
router-84875df7fc-cmkz9-7-70870134-0,09:46:51,10:04:29.052000,9669.0,1045.8890380859,33.2811595996,경기도,평택시,4,9,31,29.0
router-84875df7fc-cmkz9-7-68160528-1,06:51:26,07:11:31.023000,13312.0,1200.0939941406,39.93287212,경기도,용인시 기흥구,3,6,30,4.0
router-84875df7fc-52vz8-3-17949609-0,22:33:44,22:43:37.629000,6675.0,593.3239746094,40.5006388219,경기도,광주시,3,22,30,13.0
router-84875df7fc-52vz8-5-7808388-0,10:16:31,10:36:30.219000,7694.0,1200.29296875,23.0763661216,서울특별시,중구,2,10,22,13.0
router-84875df7fc-cmkz9-3-9021827-0,14:16:58,14:31:53.049000,10606.0,891.5759887695,42.8248410466,경기도,화성시,1,14,28,4.0
router-84875df7fc-8n4sw-7-62259537-0,15:23:34,15:41:11.993000,14575.0,1059.5939941406,49.5189669724,경기도,화성시,4,15,24,22.0
router-84875df7fc-scxcj-5-9042481-0,07:29:13,07:44:14.774000,7447.0,900.2600097656,29.77939674,경기도,화성시,3,7,23,6.0
router-84875df7fc-52vz8-6-65888804-0,15:46:44,16:05:47.095000,8593.0,1137.9680175781,27.1842437768,경기도,의정부시,2,15,29,24.0
router-84875df7fc-52vz8-7-9713127-0,14:58:35,15:06:54.563000,3953.0,498.6600036621,28.5380818503,경기도,구리시,3,14,23,11.0
router-84875df7fc-cmkz9-7-54978632-0,09:59:12,10:15:21.161000,3317.0,967.583984375,12.341254292,경기도,안양시 만안구,4,9,24,19.0
router-84875df7fc-scxcj-6-11751725-0,10:20:24,10:40:26.276000,4183.0,1200.2600097656,12.5462815369,서울특별시,서대문구,1,10,21,29.0
router-84875df7fc-scxcj-3-20336056-0,10:50:08,11:04:01.548000,11105.0,831.0609741211,48.1047735905,경기도,평택시,0,10,20,57.0
router-84875df7fc-b5nxc-1-7069924-0,18:04:29,18:10:38.147000,4430.0,368.4880065918,43.2795632821,경기도,이천시,2,18,22,17.0
router-84875df7fc-52vz8-4-22184513-0,18:06:31,18:23:42.752000,11937.0,1031.7850341797,41.6493732478,서울특별시,송파구,1,18,21,1.0
router-84875df7fc-scxcj-3-21636322-0,16:24:11,16:34:12.174000,3269.0,600.2650146484,19.605340496,경기도,성남시 중원구,1,16,21,0.0
router-84875df7fc-52vz8-4-24165265-0,19:28:29,19:37:20.614000,6001.0,531.7639770508,40.6262946201,경기도,의왕시,3,19,23,3.0
router-84875df7fc-52vz8-6-67270634-0,10:56:08,11:06:08.965000,5485.0,600.0029907227,32.9098359597,경기도,성남시 분당구,3,10,30,0.0
router-84875df7fc-cmkz9-4-30237729-0,13:40:04,13:54:19.276000,5972.0,855.8099975586,25.121463948,경기도,수원시 권선구,1,13,28,21.0
router-84875df7fc-52vz8-4-23710646-0,12:12:42,12:27:43.329000,5788.0,901.1680297852,23.1219920274,서울특별시,송파구,3,12,23,31.0
router-84875df7fc-8n4sw-7-58679674-0,07:28:03,07:48:04.507000,9319.0,1200.4079589844,27.9474988056,경기도,시흥시,3,7,23,25.0
router-84875df7fc-8n4sw-2-7090557-0,18:13:38,18:23:50.519000,7620.0,599.125,45.7867723764,경기도,남양주시,2,18,22,0.0
router-84875df7fc-8n4sw-7-75489965-0,17:33:00,18:03:00.758000,6004.0,1800.3070068359,12.0059522725,서울특별시,종로구,2,17,29,29.0
router-84875df7fc-8n4sw-7-75700609-0,18:54:57,19:13:02.796000,3612.0,1085.6550292969,11.9772852786,서울특별시,구로구,2,18,29,10.0
router-84875df7fc-scxcj-5-12001622-0,17:32:41,17:45:36.346000,6180.0,775.5709838867,28.6859622939,경기도,파주시,3,17,30,18.0
router-84875df7fc-cmkz9-7-55751429-0,15:21:29,15:36:27.642000,9534.0,898.5999755859,38.1954161279,경기도,오산시,4,15,24,0.0
router-84875df7fc-8n4sw-2-6915594-0,09:40:11,09:55:30.112000,9034.0,920.2180175781,35.3420595758,경기도,광주시,2,9,22,11.0
router-84875df7fc-scxcj-3-23149416-0,10:18:40,11:01:18.967000,12790.0,2559.4650878906,17.9896964478,서울특별시,노원구,3,10,23,71.0
router-84875df7fc-8n4sw-2-9202183-0,17:02:36,17:13:23.532000,3095.0,647.5319824219,17.2068720966,서울특별시,강동구,2,17,29,16.0
router-84875df7fc-52vz8-6-66308931-0,18:49:04,19:01:55.110000,3958.0,767.4140014648,18.5672921953,서울특별시,구로구,2,18,29,30.0
router-84875df7fc-cmkz9-4-32045809-0,10:08:04,10:47:31.884000,11164.0,2366.9909667969,16.9795324797,서울특별시,구로구,3,10,30,62.0
router-84875df7fc-b5nxc-4-55258054-0,20:12:36,20:16:52.196000,3299.0,253.9750061035,46.7620817584,경기도,용인시 처인구,2,20,22,6.0
router-84875df7fc-b5nxc-5-10554228-0,08:51:14,09:06:42.009000,6247.0,927.1350097656,24.2566613957,경기도,시흥시,0,8,27,12.0
router-84875df7fc-scxcj-7-58766651-0,17:20:51,17:43:28.801000,5704.0,1357.2159423828,15.1297957523,서울특별시,광진구,4,17,24,30.0
router-84875df7fc-8n4sw-0-6156255-0,11:13:53,11:31:28.738000,5983.0,1056.2509765625,20.3917444603,서울특별시,구로구,0,11,27,19.0
router-84875df7fc-8n4sw-7-73471658-0,21:03:36,21:19:53.125000,8848.0,969.008972168,32.8715222613,서울특별시,서초구,1,21,28,18.0
router-84875df7fc-8n4sw-7-62932102-0,19:07:43,19:19:04.931000,10849.0,681.3959960938,57.3182117651,경기도,파주시,4,19,24,19.0
router-84875df7fc-b5nxc-6-15963915-0,18:38:32,18:54:50.411000,5114.0,974.8170166016,18.8860059749,경기도,고양시 일산동구,2,18,29,15.0
router-84875df7fc-b5nxc-1-6784043-0,18:26:23,18:42:02.122000,8151.0,933.7919921875,31.4241289768,경기도,고양시 덕양구,1,18,21,23.0
router-84875df7fc-cmkz9-7-50002927-0,21:19:33,21:31:16.186000,3714.0,700.6770019531,19.0821162429,서울특별시,중구,1,21,21,21.0
router-84875df7fc-b5nxc-1-9605509-0,07:30:22,07:51:20.244000,13643.0,1251.4759521484,39.2455004155,경기도,안성시,4,7,31,6.0
router-84875df7fc-cmkz9-4-31667531-0,19:41:40,19:51:45.490000,5206.0,599.3079833984,31.2720679837,경기도,용인시 기흥구,2,19,29,5.0
router-84875df7fc-cmkz9-6-13456921-0,22:57:40,23:04:28.824000,3771.0,407.300994873,33.3306330475,서울특별시,서초구,3,22,23,19.0
router-84875df7fc-52vz8-2-10227524-0,14:38:12,14:59:45.334000,10155.0,1293.623046875,28.2601644183,경기도,양주시,3,14,30,15.0
router-84875df7fc-52vz8-7-11602954-0,09:33:57,09:47:19.763000,3808.0,799.7650146484,17.1410348651,서울특별시,성동구,1,9,28,20.0
router-84875df7fc-8n4sw-6-31734794-0,10:41:12,10:54:48.383000,3907.0,815.6190185547,17.2448161213,경기도,구리시,4,10,31,24.0
router-84875df7fc-8n4sw-7-53929005-0,08:56:20,09:06:22.505000,11230.0,600.4110107422,67.33387509,경기도,용인시 기흥구,1,8,21,3.0
router-84875df7fc-b5nxc-4-66035739-0,11:06:01,11:37:44.860000,7897.0,1902.9129638672,14.9398320048,서울특별시,중구,0,11,27,56.0
router-84875df7fc-8n4sw-7-55675410-0,19:55:03,20:04:10.158000,3049.0,543.7540283203,20.1863332101,서울특별시,마포구,1,19,21,18.0
router-84875df7fc-scxcj-7-73344629-0,18:32:08,18:51:54.467000,3501.0,1186.4870605469,10.6226190062,경기도,고양시 일산동구,3,18,30,19.0
router-84875df7fc-52vz8-0-8967259-0,22:10:23,22:25:42.631000,4931.0,913.5770263672,19.430873903,서울특별시,송파구,3,22,30,30.0
router-84875df7fc-52vz8-6-62419741-0,22:10:53,22:26:33.653000,8897.0,940.6649780273,34.0495295862,경기도,고양시 덕양구,0,22,27,40.0
router-84875df7fc-cmkz9-2-9906258-0,18:08:49,18:39:13.832000,7546.0,1820.8909912109,14.9188502393,경기도,광명시,1,18,28,35.0
router-84875df7fc-b5nxc-3-8237168-0,10:06:35,10:15:23.288000,4334.0,528.3480224609,29.5305354363,서울특별시,마포구,4,10,24,0.0
router-84875df7fc-52vz8-2-8272483-0,19:52:38,20:06:06.176000,3923.0,807.208984375,17.495840945,경기도,부천시,4,19,24,25.0
router-84875df7fc-b5nxc-4-55079095-0,18:38:23,18:49:59.110000,7176.0,691.6290283203,37.351815702,경기도,성남시 수정구,2,18,22,0.0
router-84875df7fc-52vz8-1-7908136-0,15:48:37,16:03:38.341000,10643.0,900.508972168,42.547938093,서울특별시,송파구,4,15,24,14.0
router-84875df7fc-cmkz9-7-55433512-0,13:15:06,13:24:04.517000,3313.0,538.533996582,22.1467912438,경기도,용인시 기흥구,4,13,24,19.0
router-84875df7fc-8n4sw-1-9124934-0,06:42:06,06:53:47.896000,11614.0,701.3720092773,59.6123019552,서울특별시,강남구,3,6,30,14.0
router-84875df7fc-scxcj-6-16819471-0,15:39:47,15:49:28.596000,3802.0,578.3179931641,23.667256011,경기도,군포시,3,15,30,18.0
router-84875df7fc-scxcj-7-50627667-0,09:40:18,09:45:56.190000,3153.0,338.608001709,33.5219485148,서울특별시,영등포구,1,9,21,7.0
router-84875df7fc-b5nxc-1-7157482-0,08:02:00,08:22:00.682000,5062.0,1200.3840332031,15.1811416146,경기도,수원시 팔달구,3,8,23,17.0
router-84875df7fc-b5nxc-7-31395567-0,10:46:52,10:51:39.202000,3643.0,285.7210083008,45.9007199995,경기도,용인시 기흥구,4,10,31,5.0
router-84875df7fc-8n4sw-6-28810511-0,12:40:39,12:50:43.633000,7298.0,600.3709716797,43.7609432157,경기도,용인시 처인구,1,12,28,7.0
router-84875df7fc-b5nxc-4-57543569-0,19:57:30,20:27:51.304000,5445.0,1821.3220214844,10.7625119385,서울특별시,성북구,3,19,23,47.0
router-84875df7fc-b5nxc-4-56987749-0,16:01:24,16:45:27.597000,9477.0,2642.0170898438,12.913315410100001,서울특별시,동대문구,3,16,23,62.0
router-84875df7fc-scxcj-3-30222040-0,13:14:28,13:31:43.150000,6260.0,1035.7530517578,21.7580821623,경기도,고양시 일산동구,3,13,30,34.0
router-84875df7fc-8n4sw-6-23408782-0,07:05:26,07:20:21.957000,6455.0,896.7039794922,25.9149067379,경기도,용인시 기흥구,3,7,23,16.0
router-84875df7fc-cmkz9-3-7745889-0,14:41:40,15:03:37.821000,5462.0,1318.5269775391,14.9130054485,경기도,의왕시,4,14,24,28.0
router-84875df7fc-8n4sw-1-8616357-0,11:34:54,11:42:57.582000,5236.0,484.0069885254,38.9448922162,경기도,용인시 기흥구,1,11,28,12.0
router-84875df7fc-b5nxc-6-16702218-0,08:09:25,08:19:30.073000,3749.0,603.9970092773,22.3451437552,경기도,화성시,4,8,31,6.0
router-84875df7fc-scxcj-7-58392335-0,15:05:34,15:27:19.845000,4449.0,1199.0100097656,13.358020258,서울특별시,은평구,4,15,24,17.0
router-84875df7fc-b5nxc-4-65915904-0,10:17:54,10:46:46.477000,12614.0,1731.3480224609,26.2283488998,서울특별시,용산구,0,10,27,28.0
router-84875df7fc-b5nxc-5-10909637-0,09:14:53,09:28:11.798000,5817.0,781.9509887695,26.7807065926,서울특별시,서대문구,1,9,28,6.0
router-84875df7fc-cmkz9-7-54094380-0,18:47:35,19:11:09.645000,5876.0,1413.8549804688,14.9616476175,서울특별시,서초구,3,18,23,12.0
router-84875df7fc-8n4sw-7-52680037-0,16:09:39,16:28:48.869000,8738.0,1147.0219726562,27.4247579819,경기도,안산시 단원구,0,16,20,18.0
router-84875df7fc-scxcj-7-68048505-0,14:44:33,15:10:14.115000,5191.0,1536.3950195312,12.163278169,서울특별시,성북구,1,14,28,30.0
router-84875df7fc-8n4sw-7-74794834-0,13:25:54,13:47:16.346000,8122.0,1280.9449462891,22.8262737479,경기도,수원시 팔달구,2,13,29,22.0
router-84875df7fc-b5nxc-5-11350290-0,12:35:25,12:50:22.046000,8671.0,895.291015625,34.8664282956,경기도,용인시 처인구,2,12,29,3.0
router-84875df7fc-cmkz9-7-54163979-0,19:21:47,19:37:57.103000,6073.0,969.4030151367,22.5528491851,경기도,성남시 분당구,3,19,23,30.0
router-84875df7fc-b5nxc-4-65526581-0,07:07:48,07:17:57.149000,7250.0,599.091003418,43.566002245199996,경기도,평택시,0,7,27,5.0
router-84875df7fc-scxcj-6-12343700-0,11:54:46,12:05:43.558000,4741.0,657.6069946289,25.9541034986,경기도,파주시,2,11,22,29.0
router-84875df7fc-b5nxc-6-14545602-0,00:39:28,00:45:57.327000,4907.0,388.5379943848,45.4658238198,경기도,안성시,0,0,27,7.0
router-84875df7fc-b5nxc-3-7351567-0,12:46:15,12:56:55.775000,7111.0,640.4329833984,39.9723322558,서울특별시,성동구,1,12,21,25.0
router-84875df7fc-b5nxc-1-9254773-0,05:16:53,05:25:44.804000,5856.0,531.1500244141,39.6904810901,경기도,시흥시,3,5,30,13.0
router-84875df7fc-scxcj-3-27381940-0,13:17:17,13:34:19.456000,7380.0,1023.1879882812,25.9659029468,서울특별시,금천구,0,13,27,19.0
router-84875df7fc-52vz8-4-31197407-0,19:04:12,19:13:10.023000,4879.0,534.633972168,32.8531311409,서울특별시,영등포구,3,19,30,0.0
router-84875df7fc-cmkz9-4-22479524-0,07:51:31,08:03:35.042000,4962.0,720.1870117188,24.8035575612,경기도,하남시,1,7,21,20.0
router-84875df7fc-b5nxc-4-55327581-0,20:58:59,21:17:54.483000,5126.0,1135.4079589844,16.2528365721,서울특별시,송파구,2,20,22,16.0
router-84875df7fc-b5nxc-4-68470378-0,12:04:06,12:17:55.536000,8384.0,829.299987793,36.3950324904,경기도,파주시,1,12,28,17.0
router-84875df7fc-52vz8-3-13512495-0,09:27:39,09:52:47.976000,7517.0,1509.2430419922,17.9303129099,경기도,구리시,3,9,23,0.0
router-84875df7fc-cmkz9-4-30544858-0,17:57:03,18:30:35.962000,12464.0,2012.5949707031,22.2947988309,경기도,파주시,1,17,28,16.0
router-84875df7fc-cmkz9-7-55662320-0,14:46:47,14:57:59.249000,3256.0,558.9000244141,20.9726238826,서울특별시,서대문구,4,14,24,19.0
router-84875df7fc-8n4sw-0-6622031-0,13:31:02,13:54:20.296000,12380.0,1399.4630126953,31.8465008333,경기도,의정부시,2,13,29,31.0
router-84875df7fc-cmkz9-5-11621945-0,07:23:18,07:33:56.636000,5183.0,638.4039916992,29.2272608608,경기도,성남시 중원구,3,7,30,12.0
router-84875df7fc-52vz8-6-48668421-0,14:50:48,15:01:56.173000,12248.0,666.8790283203,66.1181385641,경기도,양주시,1,14,21,11.0
router-84875df7fc-52vz8-6-49066424-0,17:33:17,17:52:09.562000,14711.0,1131.5460205078,46.8028688539,경기도,고양시 덕양구,1,17,21,10.0
router-84875df7fc-b5nxc-2-9013978-0,13:21:54,13:29:04.724000,7489.0,430.3890075684,62.6419344498,서울특별시,강동구,1,13,28,4.0
router-84875df7fc-b5nxc-5-10632707-0,12:15:26,12:19:09.719000,3726.0,222.375,60.3197301855,경기도,화성시,0,12,27,1.0
router-84875df7fc-52vz8-4-29093399-0,17:39:48,17:48:40.530000,4965.0,532.3369750977,33.5764766231,경기도,의왕시,1,17,28,9.0
router-84875df7fc-8n4sw-7-55113718-0,16:12:04,16:19:08.177000,3519.0,423.2189941406,29.9334391305,경기도,화성시,1,16,21,5.0
router-84875df7fc-scxcj-3-23617598-0,17:43:44,18:08:03.217000,11331.0,1459.0200195312,27.958218156,경기도,성남시 분당구,3,17,23,12.0
router-84875df7fc-cmkz9-6-13829495-0,16:14:21,16:35:19.239000,6727.0,533.6019897461,45.3843884869,경기도,포천시,4,16,24,3.0
router-84875df7fc-b5nxc-4-66371533-0,13:17:03,13:40:27.070000,11506.0,1403.5760498047,29.5114753531,경기도,안성시,0,13,27,21.0
router-84875df7fc-8n4sw-5-7837397-0,12:01:07,12:06:08.289000,3117.0,300.3139953613,37.3648919908,경기도,과천시,3,12,23,8.0
router-84875df7fc-8n4sw-6-29082602-0,16:34:55,16:46:08.521000,3156.0,665.5300292969,17.0715061678,경기도,부천시,1,16,28,17.0
router-84875df7fc-8n4sw-7-69262033-0,09:11:10,09:25:32.081000,11439.0,861.2650146484,47.8138543881,경기도,김포시,0,9,27,14.0
router-84875df7fc-8n4sw-7-74130442-0,09:11:38,09:38:07.991000,14742.0,1589.4499511719,33.3896641167,경기도,용인시 수지구,2,9,29,15.0
router-84875df7fc-b5nxc-3-9839769-0,19:31:09,19:40:50.129000,5737.0,581.3330078125,35.5273134717,경기도,시흥시,1,19,28,16.0
router-84875df7fc-52vz8-6-51519994-0,20:44:26,20:53:23.142000,3397.0,535.9990234375,22.8157132108,경기도,화성시,2,20,22,25.0
router-84875df7fc-scxcj-3-27517819-0,15:18:01,15:41:28.427000,12721.0,1405.9479980469,32.5727552254,서울특별시,영등포구,0,15,27,37.0
router-84875df7fc-b5nxc-2-6731785-0,08:15:13,08:31:30.360000,9037.0,976.4840087891,33.3166746277,경기도,고양시 덕양구,1,8,21,4.0
router-84875df7fc-cmkz9-2-7216334-0,19:09:22,19:20:40.173000,6130.0,677.3460083008,32.5800989886,서울특별시,성북구,0,19,20,19.0
router-84875df7fc-8n4sw-5-6895212-0,11:03:10,11:17:01.017000,3096.0,831.6770019531,13.4013565048,서울특별시,송파구,0,11,20,19.0
router-84875df7fc-8n4sw-6-21709716-0,11:41:38,11:53:24.734000,4507.0,706.5949707031,22.9625183772,경기도,의왕시,1,11,21,16.0
router-84875df7fc-52vz8-4-29319419-0,23:50:25,23:55:26.770000,3984.0,300.391998291,47.745612671399996,경기도,성남시 분당구,1,23,28,3.0
router-84875df7fc-b5nxc-4-56534356-0,13:06:50,13:13:39.184000,3750.0,408.3280029297,33.0616560783,경기도,수원시 영통구,3,13,23,33.0
router-84875df7fc-b5nxc-7-24939041-0,20:16:20,20:25:07.126000,3055.0,526.6400146484,20.8833352842,서울특별시,서초구,4,20,24,7.0
router-84875df7fc-cmkz9-3-7357930-0,09:44:19,09:55:19.226000,4365.0,609.1030273438,25.7985911982,경기도,화성시,3,9,23,3.0
router-84875df7fc-8n4sw-7-55187222-0,16:42:24,16:57:25.215000,7817.0,900.1510009766,31.2627547706,경기도,양주시,1,16,21,31.0
router-84875df7fc-scxcj-3-29140399-0,11:19:06,11:37:59.779000,12207.0,1133.3270263672,38.7753922545,서울특별시,동작구,2,11,29,5.0
router-84875df7fc-cmkz9-7-61561241-0,05:11:30,05:19:51.567000,3960.0,501.4869995117,28.4274567713,경기도,안양시 만안구,0,5,27,28.0
router-84875df7fc-scxcj-4-9111753-0,09:06:22,09:22:45.536000,11872.0,978.7949829102,43.6651196075,경기도,남양주시,1,9,28,17.0
router-84875df7fc-8n4sw-7-57981316-0,18:42:32,18:53:58.179000,4744.0,686.6010131836,24.8738345445,경기도,수원시 권선구,2,18,22,13.0
router-84875df7fc-52vz8-2-6679385-0,07:15:26,07:35:27.210000,12410.0,1186.9560546875,37.6391356896,경기도,성남시 분당구,0,7,20,18.0
router-84875df7fc-8n4sw-6-29227113-0,18:44:51,19:10:33.102000,7176.0,1539.8249511719,16.7769719411,서울특별시,양천구,1,18,28,23.0
router-84875df7fc-scxcj-7-54311683-0,18:13:02,18:32:45.230000,5188.0,1184.6199951172,15.7660685089,경기도,의정부시,2,18,22,20.0
router-84875df7fc-b5nxc-3-10022116-0,13:25:54,13:59:28.907000,14186.0,2012.8029785156,25.3723789885,서울특별시,강남구,2,13,29,5.0
router-84875df7fc-8n4sw-7-58632564-0,06:55:59,07:18:27.913000,11002.0,1348.7869873047,29.3650519858,서울특별시,성동구,3,6,23,7.0
router-84875df7fc-cmkz9-4-25313483-0,20:11:42,20:30:05.444000,3586.0,1103.5689697266,11.6980454817,서울특별시,서대문구,3,20,23,18.0
router-84875df7fc-52vz8-5-8115673-0,08:58:19,09:11:25.886000,3329.0,783.6459960938,15.2931298823,서울특별시,송파구,3,8,23,15.0
router-84875df7fc-b5nxc-7-29321666-0,10:32:38,10:41:17.660000,3423.0,519.5189819336,23.719633793,경기도,수원시 팔달구,2,10,29,8.0
router-84875df7fc-cmkz9-3-8989390-0,12:50:18,13:01:10.912000,4348.0,653.3729858398,23.9569133393,경기도,안산시 단원구,1,12,28,28.0
router-84875df7fc-b5nxc-6-12525738-0,11:21:20,11:31:27.888000,4271.0,600.5189819336,25.6038534377,경기도,구리시,3,11,23,23.0
router-84875df7fc-cmkz9-4-24991612-0,15:02:01,15:09:01.906000,4242.0,416.5310058594,36.6628168976,경기도,화성시,3,15,23,1.0
router-84875df7fc-52vz8-6-52049019-0,08:52:05,09:05:38.984000,3191.0,813.9920043945,14.1126693358,-,송파구,3,8,23,10.0
router-84875df7fc-52vz8-3-13866791-0,19:32:52,19:58:22.151000,11252.0,1529.1710205078,26.4896466496,경기도,시흥시,3,19,23,48.0
router-84875df7fc-scxcj-0-8882977-0,09:52:44,10:02:40.907000,3024.0,594.7750244141,18.3033912877,경기도,수원시 장안구,1,9,28,22.0
router-84875df7fc-cmkz9-7-66529678-0,11:25:50,11:40:46.524000,10340.0,895.0170288086,41.590270131,경기도,광명시,2,11,29,27.0
router-84875df7fc-8n4sw-3-9022224-0,23:16:13,23:30:40.485000,8803.0,867.9669799805,36.511527202,경기도,시흥시,1,23,28,26.0
router-84875df7fc-52vz8-3-13621819-0,12:37:54,12:48:25.959000,4755.0,632.541015625,27.0622767175,서울특별시,강동구,3,12,23,20.0
router-84875df7fc-scxcj-7-72346402-0,12:36:15,12:47:03.482000,6537.0,648.6389770508,36.2808909619,서울특별시,금천구,3,12,30,11.0
router-84875df7fc-8n4sw-0-6362258-0,10:57:01,11:16:59.881000,6592.0,1198.5830078125,19.7993796386,서울특별시,송파구,1,10,28,30.0
router-84875df7fc-scxcj-7-70905488-0,18:16:47,18:31:23.176000,6482.0,864.2880249023,26.9993327776,경기도,안성시,2,18,29,21.0
router-84875df7fc-8n4sw-5-7927479-0,16:16:11,16:31:15.264000,4671.0,900.0739746094,18.6824644133,경기도,용인시 수지구,3,16,23,10.0
router-84875df7fc-8n4sw-2-6802829-0,18:36:24,18:50:51.482000,3913.0,861.1859741211,16.3574424379,서울특별시,구로구,1,18,21,7.0
router-84875df7fc-cmkz9-7-47256816-0,16:28:25,16:43:48.602000,3118.0,923.7819824219,12.1509189545,경기도,군포시,0,16,20,14.0
router-84875df7fc-8n4sw-6-29449487-0,05:53:08,06:02:46.847000,8922.0,577.9569702148,55.5736874115,서울특별시,구로구,2,5,29,9.0
router-84875df7fc-cmkz9-7-49496331-0,17:00:31,17:16:30.148000,6368.0,958.1309814453,23.9265825278,경기도,파주시,1,17,21,15.0
router-84875df7fc-52vz8-7-9407644-0,17:43:29,17:53:30.009000,4144.0,599.9379882812,24.8665700312,경기도,안산시 단원구,2,17,22,9.0
router-84875df7fc-8n4sw-4-14107021-0,10:28:28,10:54:17.665000,5401.0,1549.1779785156,12.5509142717,서울특별시,송파구,2,10,29,37.0
router-84875df7fc-52vz8-6-51351737-0,18:52:18,19:48:26.465000,7779.0,3367.912109375,8.3150625938,서울특별시,용산구,2,18,22,43.0
router-84875df7fc-cmkz9-7-69691155-0,17:33:34,17:44:14.481000,5399.0,635.9039916992,30.564991341,경기도,포천시,3,17,30,18.0
router-84875df7fc-cmkz9-7-48977919-0,13:33:32,13:44:36.217000,3231.0,662.4860229492,17.5575024937,경기도,평택시,1,13,21,10.0
router-84875df7fc-8n4sw-7-63243122-0,21:47:18,22:03:06.301000,5602.0,948.7349853516,21.2569371968,서울특별시,중구,4,21,24,40.0
router-84875df7fc-8n4sw-7-69679480-0,11:54:57,12:09:18.378000,3724.0,859.6259765625,15.5956199155,서울특별시,성북구,0,11,27,21.0
router-84875df7fc-scxcj-7-53164018-0,10:38:12,10:48:11.937000,5590.0,600.4630126953,33.5141375481,경기도,화성시,2,10,22,0.0
router-84875df7fc-cmkz9-4-29854053-0,07:07:54,07:33:34.288000,14678.0,1540.0439453125,34.3112286898,경기도,군포시,1,7,28,34.0
router-84875df7fc-scxcj-4-9465712-0,11:35:36,11:55:36.591000,7328.0,1200.2010498047,21.9803173846,서울특별시,양천구,2,11,29,29.0
router-84875df7fc-52vz8-6-64442262-0,21:18:24,21:31:24.388000,6353.0,776.5280151367,29.4526398973,경기도,수원시 영통구,1,21,28,19.0
router-84875df7fc-8n4sw-7-52841315-0,17:12:42,17:22:33.988000,4712.0,594.3870239258,28.5389810295,경기도,오산시,0,17,20,17.0
router-84875df7fc-scxcj-6-15322130-0,18:04:43,18:25:58.354000,12049.0,1275.3389892578,34.0116630679,서울특별시,성북구,0,18,27,0.0
router-84875df7fc-b5nxc-4-70853386-0,12:26:35,12:51:35.100000,6142.0,1500.3310546875,14.7375473772,서울특별시,강남구,2,12,29,57.0
router-84875df7fc-cmkz9-4-23717224-0,10:56:03,11:05:13.534000,3334.0,550.5830078125,21.7994377409,경기도,광명시,2,10,22,23.0
router-84875df7fc-8n4sw-7-78416496-0,19:37:24,19:53:52.254000,12852.0,988.2459716797,46.8174941522,경기도,시흥시,3,19,30,23.0
router-84875df7fc-8n4sw-4-14511028-0,08:22:27,08:42:38.856000,14922.0,1193.9260253906,44.993742374,경기도,광명시,3,8,30,3.0
router-84875df7fc-52vz8-6-54294052-0,10:43:06,10:52:29.576000,8146.0,563.8959960938,52.0053346772,경기도,성남시 분당구,4,10,24,0.0
router-84875df7fc-52vz8-6-50024238-0,09:11:42,09:29:33.456000,5010.0,1071.4959716797,16.832541117,서울특별시,중구,2,9,22,42.0
router-84875df7fc-b5nxc-4-57104078-0,16:47:26,16:56:54.796000,3981.0,568.7470092773,25.1985500868,경기도,수원시 권선구,3,16,23,8.0
router-84875df7fc-8n4sw-7-61779216-0,12:36:33,12:51:46.032000,4548.0,900.2319946289,18.1873118237,서울특별시,서초구,4,12,24,26.0
router-84875df7fc-scxcj-6-16316038-0,16:54:51,17:05:43.136000,3557.0,562.2139892578,22.7763809593,경기도,남양주시,2,16,29,15.0
router-84875df7fc-8n4sw-5-6953884-0,13:53:59,14:14:25.058000,9318.0,1224.001953125,27.4058386217,경기도,수원시 장안구,0,13,20,20.0
router-84875df7fc-8n4sw-6-27565683-0,07:30:40,07:42:27.492000,4762.0,701.6480102539,24.43276365,경기도,화성시,0,7,27,20.0
router-84875df7fc-52vz8-5-9747573-0,17:06:35,17:13:36.913000,5594.0,414.4570007324,48.5898415624,경기도,남양주시,0,17,27,14.0
router-84875df7fc-cmkz9-7-51891860-0,18:21:01,18:41:01.623000,3387.0,1200.3310546875,10.1581975676,서울특별시,용산구,2,18,22,8.0
